Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,Input 13,Output 1 (T),Output 2 (Id)
27.34815118,247,39.1,31.8,24,373.842,27.45,54.784,2.35,13.884,68.403,1.457,5.533,41.96576224,2.580065005
7.927891017,419,21.1,10.7,33,129.838,33.656,67.818,1.36,2.647,43.79,1.937,10.703,13.89035077,0.926688126
10.17105398,406,25,19.9,32,243.284,33.748,0.895,1.997,11.598,45.664,2.351,14.628,17.78861056,0.852762264
41.79043327,178,44.7,35,22,291.756,20.956,26.653,1.714,8.038,25.242,2.011,18.174,56.96462442,4.166097903
2.970398443,350,19.5,14,28,488.487,31.916,4.231,1.508,2.445,43.046,1.779,10.216,3.110562021,0.163290026
7.96886203,101,14.8,7.5,24,439.332,19.675,32.554,2.448,8.5,64.225,1.881,10.189,4.307203827,0.339611676
8.388814913,480,17.1,8.7,22,269.154,25.336,57.095,2.238,13.285,18.334,1.544,6.598,19.48709471,0.925103835
20.32162245,435,38.9,28.5,23,187.19,21.912,1.066,2.233,4.863,16.624,1.9,9.813,32.65406927,1.857702194
51.48007784,173,48.2,38.5,17,146.815,17.023,69.588,2.48,13.753,20.978,1.78,9.207,74.50881666,6.423877948
39.50629929,406,59.4,32.7,22,123.894,26.396,43.525,1.336,7.329,17.371,1.873,19.108,89.65176452,5.703733916
24.1011984,311,44.1,37.6,17,401.579,15.191,31.61,1.989,5.188,50.557,2.155,14.797,35.89950482,1.926812494
36.27983202,117,41.3,28.2,30,415.951,27.542,32.761,1.84,8.511,11.638,1.551,6.504,22.73448626,1.868554147
26.4672744,170,37.6,22,34,327.305,33.39,1.445,1.295,7.232,36.224,2.353,14.012,27.2224335,1.98895976
72.36505173,113,49.3,28,28,325.706,27.057,50.036,1.323,6.124,72.18,2.391,19.799,53.60866524,4.696873198
23.32274915,123,41.6,27.5,23,491.109,24.454,37.895,2.24,12.445,27.982,1.528,11.85,2.298913909,0.15428097
22.72866947,284,39.7,28.1,20,186.178,16.607,36.982,1.981,3.156,47.898,1.271,13.932,28.35524865,1.881684329
7.057256991,401,16.4,9.8,27,400.572,24.377,55.319,1.745,4.143,16.051,1.663,5.225,14.61161328,0.711567184
15.51777118,99,25.9,19.2,28,481.441,26.352,45.01,2.331,2.231,48.818,1.972,8.26,12.06813637,1.072478768
15.87626754,322,31.2,22.5,34,116.422,35.299,4.685,1.282,5.175,39.581,1.428,19.839,25.43423787,1.495172904
81.40940285,194,54.8,28.5,31,496.146,35.441,36.856,2.305,11.809,75.741,2.233,13.018,84.48106899,5.781452941
41.60606371,311,42.4,28.3,28,103.059,30.44,44.73,1.755,10.056,52.094,1.948,8.853,90.07757065,5.557646115
7.641093926,352,28.7,22.3,33,119.749,39.303,52.36,2.13,4.102,19.842,2.019,14.558,17.73152696,1.098853572
21.1000717,389,47,41.9,34,299.326,28.741,37.708,1.566,2.512,40.332,1.284,5.156,40.16174656,2.025036794
43.04004917,309,41.8,22.3,18,197.057,18.389,36.663,2.153,13.241,74.172,1.399,14.944,85.79881785,5.161038586
36.38225955,224,54.8,40.6,33,334.331,35.844,9.123,1.44,11.978,54.025,1.251,15.48,53.25683445,3.315670876
5.326231691,437,22.8,13.2,28,274.435,27.374,58.705,1.585,7.928,60.904,1.989,16.331,6.849583062,0.416393007
79.67837755,261,57.4,43,34,362.756,28.726,28.46,1.681,4.842,24.761,1.471,10.269,128.8625621,7.646686054
18.57011165,126,29.7,22.1,21,132.052,24.944,46.975,2.377,4.515,28.795,2.275,12.785,22.08185772,2.511490172
51.10109597,115,53.1,40.8,31,251.706,30.268,23.874,1.919,3.929,26.951,1.943,10.697,48.93470693,4.793246842
5.07016286,237,15.6,10.6,20,480.428,16.866,9.919,1.309,6.268,45.325,1.25,18.801,7.209249576,0.425113877
24.70552084,342,59.2,44.2,24,264.078,22.658,68.22,1.228,13.281,38.707,1.378,9.762,2.7787213,0.190606239
49.70808153,486,38,25.2,20,397.014,23.087,66.519,2.069,5.516,42.597,1.789,16.63,133.320467,5.793005322
15.40510089,450,35.7,29.1,22,445.142,18.842,1.218,1.237,9.424,23.297,1.774,8.65,33.74362898,1.508350227
45.76462153,100,57.9,37.4,25,357.638,28.885,65.159,2.379,12.325,33.86,2.145,8.783,5.751683511,0.520459787
6.852401926,375,21.7,12.3,22,123.021,21.512,44.94,2.279,8.512,46.088,2.414,6.682,12.6275374,0.795090387
14.92369149,128,20.9,13,19,231.099,15.735,61.287,1.947,4.825,35.814,1.886,19.493,14.0636868,1.253250745
3.062583222,426,13.4,7.7,25,119.18,23.623,37.902,1.42,4.721,46.923,1.689,5.667,6.753478483,0.401279632
50.66065758,228,46.7,36.6,24,379.651,23.971,50.123,2.404,13.552,74.352,1.205,11.006,68.4219907,4.287440339
2.683601352,177,16.9,11.3,16,444.116,17.443,8.953,2.014,12.19,36.799,2.467,19.347,0.221921051,0.016526936
25.48397009,117,39.9,31.7,30,142.726,31.553,5.31,1.205,13.049,78.14,1.315,17.78,29.71468393,2.971138153
15.30267336,463,24.2,13.3,32,120.507,35.086,22.937,2.409,11.021,9.738,1.386,6.637,35.00239853,1.838820643
107.1084708,259,51.9,29.6,20,236.808,20.351,28.164,2.195,4.343,20.863,1.734,13.456,153.0599812,10.03775604
24.34702448,275,42.4,37.3,28,490.104,31.112,39.187,1.68,10.918,10.864,2.21,14.383,46.35268714,2.465824338
62.64467889,374,58.1,43.6,18,354.618,15.407,61.843,1.224,7.958,73.512,2.167,16.853,106.1948839,5.900233581
3.185496261,371,14.8,8.6,32,474.379,36.539,1.788,1.292,9.676,12.379,1.87,12.955,5.936941046,0.278079645
48.60186418,431,55.9,42.5,29,415.572,23.217,14.167,2.022,14.803,26.377,2.216,9.669,93.63018722,4.249723431
75.97050087,399,46.7,25.8,28,144.305,30.357,52.747,1.913,2.894,33.825,2.164,10.533,222.1926807,11.92055511
50.34313223,215,39.8,22.8,29,247.856,26.098,66.96,1.809,12.709,40.857,1.367,10.796,54.9106465,3.894567315
9.935470655,389,17.3,9.2,30,409.617,33.912,47.313,1.865,5.072,24.674,1.673,16.263,22.408101,1.042362087
18.15015876,199,43,26.5,32,130.028,37.248,43.25,1.588,6.26,70.424,2.239,6.458,15.07595045,1.605796937
48.3355526,134,41.1,24.4,23,492.127,25.942,33.744,1.318,13.458,9.039,1.295,18.578,32.1863162,2.632704622
29.84738298,330,43.9,36.3,16,226.46,16.905,47.888,1.548,12.951,22.995,2.381,5.485,66.63385205,3.954904704
4.414626652,250,15.3,8.2,15,410.632,14.412,15.337,1.409,9.677,49.82,1.497,16.263,2.592981625,0.17359286
6.135409198,145,25.9,20.7,31,374.831,34.125,44.258,1.714,10.015,38.713,1.999,10.018,2.89579191,0.271122021
14.58568063,494,19.3,11.3,21,297.033,22.396,39.937,1.396,6.495,42.181,2.021,9.721,37.26472612,1.657436311
37.73430298,459,57.6,49.5,22,331.222,22.033,58.51,2.379,6.091,69.3,1.813,19.946,73.37479002,3.425194819
42.91713613,326,48.8,37.2,25,419.931,21.374,68.335,1.279,5.958,38.433,2.116,19.361,66.7112255,3.626886032
10.72416265,150,30.2,15.3,16,243.618,17.848,33.145,2.121,6.832,48.09,1.79,17.138,9.023832448,0.75937285
92.02089522,195,49.4,26.7,17,146.886,14.199,20.987,2.279,4.17,25.396,1.491,8.548,101.8449064,9.087574187
12.30154666,477,29.5,23.5,25,397.753,29.716,29.321,1.241,14.461,65.853,1.824,10.387,28.68129236,1.320396341
19.22564785,360,27.6,16.9,18,230.768,16.247,61.506,2.447,3.457,23.511,1.457,13.379,32.10345788,1.865395207
95.66731537,469,52.3,31.4,33,437.129,34.54,33.009,2.251,5.123,33.875,2.302,13.18,208.9818811,8.822069097
38.88149134,220,45.9,34.2,16,222.754,19.063,7.062,1.657,2.222,67.714,1.837,10.59,43.48617947,3.657582786
24.0807129,172,39.1,20.3,25,353.21,26.966,60.929,1.478,14.346,18.829,1.373,17.047,3.778300161,0.332702349
1.997336884,251,10.2,5.1,32,266.796,34.19,19.376,1.844,6.62,77.272,2.248,8.757,2.461339549,0.160387135
9.904742395,374,22.5,16.6,33,211.759,33.907,53.542,1.316,2.642,41.276,1.581,8.018,24.61689685,1.352056132
22.13458978,418,54.7,41.2,35,453.854,39.462,43.617,2.202,10.214,66.909,1.493,15.05,36.62941627,1.892465647
10.01741268,371,23.8,15.9,19,426.107,19.56,36.183,1.952,10.875,7.057,2.164,11.494,18.90113167,0.934633398
82.57707672,356,44.4,22.4,22,331.473,25.156,3.641,2.011,12.357,66.562,2.102,7.245,153.1728228,7.982099735
10.36566629,285,18.6,9.8,23,395.626,18.421,49.892,1.432,3.363,5.314,2.489,9.007,16.28594555,0.948533962
14.05305746,465,28.3,21.5,18,395.983,20.049,58.156,2.143,14.936,50.183,2.465,7.18,18.52376581,1.031324691
3.718119431,416,17,8.7,31,199.603,33.456,5.685,1.318,4.528,5.024,1.459,15.156,6.660999164,0.378568859
17.90433268,490,23.4,14.9,27,477.015,25.753,60.071,2.441,5.926,11.487,2.001,16.353,40.17288595,1.697323281
14.93393424,128,24.9,19.1,16,101.285,15.34,23.804,1.43,6.909,27.462,1.864,12.368,17.02844079,2.065595103
35.15312916,180,58,50.6,20,197.925,18.276,55.563,1.652,2.934,19.657,2.044,15.947,41.82377845,3.643603002
6.965072211,195,23.9,17.9,17,224.739,17.802,64.991,2.255,10.638,56.672,1.954,18.684,4.408300925,0.373435735
30.47219092,270,26.6,14.3,29,145.652,23.464,9.57,2.182,9.363,69.847,2.22,8.379,52.52082624,3.31254488
36.31056028,464,40,28.9,31,262.812,30.556,53.119,1.963,4.984,77.35,1.71,18.808,80.70250932,3.767538474
4.066373041,330,10.7,5.6,34,454.017,33.801,9.198,2.478,4.354,21.209,2.248,6.307,5.795787181,0.299492512
7.917648264,220,15.6,9.8,25,463.701,20.255,46.499,1.867,12.07,38.397,1.615,7.476,8.995713979,0.561014166
24.94110417,133,38.1,24.7,26,321.219,30.83,37.636,1.855,14.72,65.579,1.332,14.161,12.76432499,1.136293401
54.81921541,458,42.5,24.2,30,109.698,35.048,66.234,1.326,12.53,5.554,2.076,16.587,158.1291039,8.290096149
10.14032572,113,19.5,14.1,21,153.975,19.802,60.461,1.452,6.145,47.646,1.269,5.732,10.93070125,1.156509507
51.92051623,487,46.2,24.3,18,267.529,16.873,2.015,1.716,6.321,15.251,1.954,18.899,86.81633839,4.098663489
13.13120967,143,25.3,19.1,21,141.833,21.734,47.236,1.207,12.302,58.531,1.417,8.446,16.26545347,1.534823813
10.22226775,418,21.8,14.5,16,308.519,16.548,1.429,2.046,11.607,35.754,1.531,18.77,21.76151186,1.062243548
42.3742702,346,55.6,35.1,26,476.053,25.427,50.031,2.241,8.372,78.539,1.421,16.994,52.61670743,2.920784528
15.82505377,325,23.3,15.2,30,118.235,25.412,68.258,1.951,14.163,70.58,2.38,16.51,39.71324304,2.073163732
31.28136843,413,29.5,18.6,20,199.913,16.63,9.243,2.028,4.639,21.021,2.069,5.75,64.00851432,3.409527178
31.87544812,160,28.5,17,23,362.396,20.605,69.972,1.318,6.842,21.033,1.527,10.747,32.21329236,2.445315473
7.845948991,425,17.8,11.7,22,150.486,24.576,19.29,1.968,2.031,33.214,2.041,17.259,21.69935623,1.343945712
32.80753867,368,47.2,41.1,17,119.011,19.545,58.643,2.309,6.553,20.744,2.406,16.332,87.59118893,5.167142952
48.32530984,496,48.4,29.1,17,484.786,18.026,12.854,2.391,14.851,52.579,1.963,13.76,33.44385275,2.146659526
26.61067295,310,36.7,25.7,24,187.563,21.984,31.465,1.753,12.349,38.357,2.222,11.763,51.67064894,3.164832105
6.729488887,471,17,9.2,30,385.053,33.006,47.674,2.36,4.52,61.096,1.845,19.402,14.01717407,0.636192489
59.66403769,244,40.6,25,28,312.804,22.401,19.195,1.981,14.702,32.169,1.929,11.123,86.68999325,5.275399753
50.40458875,247,37.3,19.3,21,338.08,17.232,3.64,1.359,4.241,46.352,1.35,7.194,64.32329589,4.098427091
22.61599918,234,34.7,18.3,28,155.928,29.505,18.798,2.297,2.655,49.968,1.705,8.023,27.87195652,2.177520161
28.00368739,219,60,42.6,15,483.628,12.621,27.762,2.44,9.516,53.31,1.593,14.555,1.827328197,0.083898572
12.01474956,367,26.1,17.7,30,418.106,27.104,10.688,1.945,6.459,40.155,1.282,14.999,18.8056021,0.881119376
12.70101403,352,22.7,16.8,35,176.95,35.599,39.635,1.717,10.644,21.642,2.374,13.221,31.21949332,1.704843319
22.45211513,188,28.7,14.4,35,411.374,33.2,39.114,2.421,10.267,51.735,2.108,6.224,21.34643981,1.472903944
70.27553006,304,51,31.6,18,234.56,18.837,51.711,1.366,14.93,52.606,1.73,6.127,112.4257086,7.351411863
22.2165318,312,38.8,28.8,20,318.372,21.15,18.539,1.676,4.822,77.413,2.369,19.374,28.90529763,1.628194775
11.79965175,434,18.2,11.4,32,283.136,36.227,47.779,2.197,5.874,41.016,2.128,19.585,30.78975464,1.389873209
5.264775172,437,20.8,13.2,27,247.429,22.969,29.355,2.26,8.566,54.842,2.231,18.423,9.962079195,0.464645914
8.306872887,437,16.3,10.4,35,401.751,40.403,11.25,2.038,10.902,68.436,1.995,15.418,17.16912123,0.734452943
20.59817679,163,46,38.3,31,361.61,32.062,38.062,2.45,10.06,39.013,2.411,16.802,15.17600222,1.154888533
5.428659224,184,28.5,21.7,35,340.481,30.936,28.846,1.43,5.262,10.314,1.818,11.92,1.578099295,0.121348691
4.609238963,226,16.4,8.8,21,420.074,23.276,32.907,2.494,2.58,14.204,1.366,12.59,5.244474668,0.369982912
49.18570112,282,58.4,47.4,20,351.953,19.936,33.097,1.917,13.149,31.044,1.623,8.754,75.21107477,4.406655654
7.292840315,375,19.8,11.4,30,194.604,27.823,45.01,1.622,14.564,68.748,1.952,16.807,13.14686797,0.736012654
11.1953293,188,27.8,21.4,31,207.152,26.099,38.88,1.862,5.972,10.189,2.298,19.21,13.9035788,1.050357498
40.70470142,250,47.9,34.5,21,236.638,23.59,10.049,1.576,11.577,57.792,2.258,11.009,65.90674878,4.421064103
85.35286285,181,55.2,36.9,22,293.757,18.012,39.155,1.484,2.115,16.304,2.422,8.499,103.4548763,7.959176058
14.72907918,203,22.3,12.4,29,109.155,28.437,35.259,1.237,5.081,6.518,2.236,19.525,24.01205679,1.930280756
8.460514186,435,24,17.4,22,238.139,18.002,9.276,2.366,2.689,51.538,2.325,15.307,11.15561664,0.539345412
17.3307385,132,21,11.6,32,191.694,35.739,55.051,2.249,6.592,71.653,1.842,9.726,21.01252963,1.981957918
13.59213357,436,41.3,33.3,17,204.821,17.379,56.85,1.603,11.102,32.58,2.193,12.66,26.22054017,1.492009165
17.0029704,189,29,16.9,22,452.319,23.38,3.688,1.406,13.097,28.438,1.637,12.343,11.98408789,0.833307984
15.81481102,322,40.8,33.4,30,275.612,31.52,38.52,1.376,2.599,18.76,1.564,18.169,28.08349976,1.561040702
9.064836628,466,18,10.4,17,479.565,15.066,59.732,1.959,3.592,73.028,1.291,5.962,16.54264425,0.741902253
86.1517976,391,58.2,40.3,23,366.602,18.986,7.585,1.422,10.152,22.59,1.931,12.226,184.8614921,8.940854826
69.11809894,270,47.7,26.3,23,406.027,26.29,61.929,1.353,9.944,57.513,1.521,16.022,100.2313283,6.247417047
35.45016901,285,48.5,25.3,18,283.231,18.898,69.974,2.287,14.876,23.525,1.585,14.655,6.934362103,0.549457106
18.40622759,225,55.5,46.5,27,460.964,22.749,26.691,2.239,9.498,19.323,2.072,15.9,13.55959213,0.781867494
43.05029192,164,49.7,37.8,23,374.129,19.74,60.885,1.405,8.83,62.623,1.485,9.764,32.41645631,2.431610725
51.06012496,434,52.9,40.8,22,425.285,24.834,27.038,1.288,6.402,61.31,2.439,19.443,96.73251515,4.348041029
82.75120352,206,47.8,26.7,34,163.711,30.321,17.651,2.133,10.603,55.31,2.413,18.843,139.3321824,9.693108553
44.24869405,297,41.2,27.1,23,245.796,21.53,17.867,1.596,7.374,13.794,1.256,7.099,67.72989865,4.15751727
17.0234559,369,26.8,21,21,300.242,19.092,21.461,1.206,12.265,48.82,2.289,16.254,41.25391367,2.056625537
19.60462972,339,43,36.8,26,299.538,29.227,13.661,2.347,6.961,22.045,2.13,15.963,27.20027339,1.426155048
24.92061866,309,41.4,28.2,26,443.545,23.568,45.606,2.172,14.77,46.194,1.324,10.144,22.35078555,1.31768725
40.4691181,441,47.1,38.2,20,125.479,17.529,33.114,2.135,9.691,62.011,2.035,17.535,101.5518856,5.216926446
42.36402745,499,39.7,24,31,211.393,33.744,34.399,2.076,9.087,57.734,1.612,6.129,93.79258949,4.194592473
26.10877804,380,36.2,23.2,29,148.963,34.257,69.693,1.718,4.787,32.112,2.348,9.342,62.23035286,3.70363727
8.859981563,460,30.8,24.2,30,484.869,33.931,68.022,2.023,12.727,42.195,1.855,7.027,12.43424341,0.690642737
25.49421284,266,51.4,44.5,22,171.166,20.132,8.332,1.809,13.796,43.734,2.082,11.854,46.5698633,3.105101604
38.87124859,108,41.6,21.2,20,233.885,19.983,9.962,1.527,9.827,41.441,1.741,12.376,24.02675968,2.379101392
15.12854655,199,23.6,13.1,26,440.366,28.932,58.42,1.856,11.631,33.368,1.906,16.168,14.2449278,1.002743736
70.26528731,281,55.4,40.4,18,284.521,19.236,9.752,1.782,3.161,38.244,1.384,13.209,85.76262085,5.630316842
45.0476288,434,48.1,35.7,26,405.338,30.509,20.761,1.622,9.883,31.437,1.916,5.15,86.52013485,4.079661418
25.94489399,462,36.6,27.5,16,253.154,16.919,59.393,2.182,7.848,61.902,1.845,7.981,58.75924386,2.925731586
128.3212127,228,58.2,34.1,27,256.803,23.958,45.576,2.152,9.99,14.129,1.778,15.126,197.5539388,12.90660127
36.79196968,234,29.5,15.6,28,130.875,25.322,51.48,1.486,9.775,13.516,1.912,12.545,71.65555139,5.290464173
44.92471576,347,40.9,27.5,21,365.547,20.7,43.561,2.417,2.225,35.278,1.915,5.42,75.96119954,4.217004603
19.0412783,218,35.6,22.4,26,282.06,30.758,56.91,1.499,4.114,11.876,1.68,11.096,21.99845721,1.762250631
63.98647957,183,46.3,23.3,30,409.944,34.95,62.108,2.154,8.763,30.43,1.413,10.479,62.13672633,5.004871402
19.45098843,169,31.4,21,19,480.452,22.705,17.553,1.748,10.656,35.499,1.328,7.356,20.91338798,1.512079786
28.86407866,144,54.8,45,27,489.392,29.273,10.946,2.435,11.807,8.738,2.357,5.63,17.24835262,1.221766381
3.154768002,358,16,8.8,21,457.099,24.016,40.3,1.769,5.475,7.934,2.423,18.207,4.802596924,0.255073651
13.52043429,446,19.9,10.7,24,103.842,25.06,49.589,1.784,7.971,12.461,2.408,5.244,36.30755863,2.137226181
2.243162962,129,13.1,7.6,20,445.811,22.485,10.83,2.366,5.173,55.912,2.19,7.406,0.734547051,0.061630457
33.03287924,327,27,13.8,20,346.341,20.234,15.109,2.289,3.282,56.728,1.617,13.112,48.99564208,2.661606966
10.29396702,228,25.9,14.9,24,137.365,24.698,10.83,1.232,4.647,38.441,1.365,15.987,11.91371572,0.970331522
3.390351326,114,10.5,5.5,34,331.597,27.819,5.235,1.523,14.215,25.84,2.128,5.533,2.130258406,0.173295289
28.97674895,439,30.1,19.7,27,410.045,27.464,3.668,1.651,14.557,50.836,1.364,14.175,68.04863617,3.010739128
8.337601147,194,22.9,12.9,17,167.899,16.394,16.076,2.058,3.413,15.843,2.329,9.765,6.971609509,0.62015487
39.86479566,439,39.5,27.9,24,203.7,27.914,37.54,1.979,2.729,72.829,1.774,15.239,115.7780029,5.767228301
23.86561508,113,29.1,19,17,264.314,14.284,68.469,2.39,9.083,65.876,2.402,15.064,15.08873305,1.324926354
23.64027451,407,43.1,30.7,16,339.942,19.141,37.659,1.22,8.52,5.9,1.8,18.007,47.64057671,2.512808001
6.309536003,361,23.5,14.6,17,348.242,17.443,17.039,1.546,10.044,12.151,2.249,6.645,9.947099535,0.549896644
36.15691898,394,39.3,19.7,24,241.765,28.149,28.86,2.161,3.301,78.707,2.204,9.247,76.24124706,4.416871691
11.28751408,459,24.1,13.7,27,439.353,24.946,25.659,2.471,6.886,64.986,1.984,13.013,19.2458488,0.810193567
28.94602069,173,48.9,31.9,17,481.977,18.289,49.132,1.204,12.609,38.364,1.731,12.514,2.539084718,0.182783518
106.6987606,310,52.4,31.7,21,277.876,22.207,22.344,1.261,10.237,44.808,2.333,18.803,233.0769016,12.75893478
5.346717198,277,26.4,20.1,23,204.942,19.813,64.042,2.436,13.955,64.003,1.995,15.68,1.4404926,0.121184413
32.13151695,439,28.3,15.2,20,322.836,19.265,41.03,1.358,8.146,70.419,2.225,17.476,77.46755549,3.583346459
41.61630646,355,41.8,29.7,32,358.005,33.883,40.23,1.515,11.841,65.867,2.301,5.132,88.25752896,4.522855779
4.322441872,100,13.9,7.8,31,202.733,35.974,9.768,1.235,13.03,70.763,2.248,16.136,3.445879849,0.356745963
45.45733893,201,48.8,36,32,316.407,36.902,69.545,2.022,12.884,74.278,1.329,13.582,43.37534648,3.267539855
60.77025504,276,55.6,41.2,27,483.861,22.118,37.98,1.435,5.915,38.754,2.239,10.43,89.4839811,5.092946736
20.13725289,481,24,15,25,200.146,29.621,16.984,1.93,9.079,41.631,2.196,13.405,51.33234715,2.345183756
21.59172386,441,33.8,21.7,34,460.57,35.496,54.362,1.745,10.703,24.013,1.484,18.213,41.18120206,2.011046855
46.95278091,323,52.7,28.5,25,209.889,20.386,57.733,1.397,4.211,64.703,1.866,11.968,72.31733378,4.58686514
6.729488887,420,14.3,7.8,16,252.836,16.312,15.543,2.197,13.485,53.493,2.37,14.287,16.57328154,0.819072359
16.17330739,99,29.3,20.2,26,337.023,30.145,40.856,1.616,14.533,66.645,2.378,18.122,7.672637363,0.744474847
42.88640787,423,36.7,20.6,25,152.444,27.569,1.104,2.214,12.751,10.795,1.331,14.342,81.65122213,4.1982352
111.6152822,444,52.9,26.6,19,134.018,17.852,38.035,1.661,6.244,6.807,1.703,6.084,277.9584892,17.3446522
1.556898494,119,10.1,5.1,16,152.014,13.501,7.119,1.674,7.187,44.868,1.832,11.828,1.359118511,0.140461016
30.38000615,217,31.8,18.1,27,293.935,22.991,11.913,1.409,10.795,68.121,1.386,15.238,43.17951952,2.788627995
9.157021407,389,17,11.3,30,449.644,34.278,12.269,1.91,13.335,73.835,2.274,9.088,20.15157502,0.939673657
8.224930861,300,34.7,28.7,31,323.242,27.554,53.475,2.142,13.204,66.771,2.016,5.199,6.811408915,0.44574062
7.948376524,148,23.3,15.6,30,492.43,33.795,20.095,1.493,11.155,20.126,1.839,18.231,4.486440613,0.336588132
85.45529038,141,49.7,30.6,29,435.605,31.585,13.61,1.536,4.703,27.663,1.488,14.522,86.03594501,7.120143781
20.08603913,127,32.3,25.7,16,332.815,16.659,33.386,1.709,12.717,41.146,1.854,7.307,13.97066013,1.188569567
45.85680631,265,51.2,28.3,22,321.833,24.158,23.414,2.111,4.957,53.345,2.383,9.092,50.53699638,3.284903886
62.60370788,206,55.9,44.9,33,144.764,33.915,10.707,2.335,12.339,76.29,1.6,15.601,101.1085385,7.02505936
36.87391171,193,33.3,20.5,17,290.804,14.434,63.536,1.625,5.764,6.435,1.249,13.969,50.25431422,3.656214803
22.35993035,423,40.5,33.7,23,115.735,20.606,47.738,2.128,3.066,19.359,1.229,17.404,57.23250736,3.181592914
41.66752023,170,41.8,29.8,29,368.592,31.053,11.652,2.445,2.466,70.085,2.322,10.214,44.57981339,3.535818203
1.946123118,365,11.1,5.9,17,458.382,19.99,18.583,2.47,13.595,71.949,2.134,7.058,2.872123989,0.144073224
18.79545222,455,31.3,25.5,15,479.731,14.475,48.185,1.95,3.108,58.651,1.753,7.902,39.15226436,1.782906779
2.58117382,205,14.9,7.6,18,212.844,19.518,57.712,1.369,12.965,11.603,2.196,9.709,0.180133926,0.012459537
98.19727543,238,52.1,32.1,31,283.706,36.612,54.778,1.661,4.779,49.981,1.412,17.554,204.9997053,11.50468752
71.87339957,417,42.8,25.5,28,250.42,29.078,29.59,1.976,7.909,21.693,1.888,18.674,157.8610894,7.210295156
26.9281983,117,57.8,44.4,20,185.781,23.399,30.502,1.909,4.684,58.717,1.21,5.21,25.53014432,3.004226145
9.443818498,280,15.3,8.3,25,234.502,24.358,10.221,1.985,8.908,46.25,2.079,6.938,14.46530956,0.895058686
26.97941207,138,42.8,37,29,435.241,34.254,8.504,1.841,14.763,21.638,2.033,7.272,26.69159238,2.107830868
16.05039435,322,29.7,18.6,21,120.259,23.938,15.708,2.111,3.655,51.869,1.462,7.748,32.69705485,2.526053156
116.398648,90,57.7,34.5,26,345.426,22.077,5.932,2.263,7.32,19.074,2.16,5.213,70.73631759,6.454624195
88.75345693,319,48.7,27.9,21,192.414,18.996,1.001,2.443,10.526,29.511,2.426,19.181,159.4823687,9.21875315
20.1577384,268,27.5,15.8,22,294.286,23.774,43.842,1.702,11.005,73.033,1.638,19.571,33.65597623,2.061910134
95.14493496,342,56.4,35,31,217.99,33.667,44.714,1.79,10.348,9.428,1.922,18.338,213.9465783,11.50622099
64.3961897,145,58.2,34.5,32,398.323,34.959,25.362,1.232,10.696,48.448,1.875,6.352,43.38497515,3.595462629
35.24531394,265,38.8,25.9,16,343.426,16.372,0.941,1.481,13.853,51.613,1.5,17.009,41.92762558,2.776524164
65.21560996,355,49.1,24.6,31,227.268,30.604,61.014,1.455,14.012,70.769,1.368,9.718,106.058188,5.987494704
13.47946328,290,29.2,22.6,35,346.456,28.823,19.999,1.488,5.684,71.011,2.079,7.007,21.94091541,1.215208578
84.96363823,223,48,24.5,30,327.673,35.402,64.086,2.479,7.01,63.986,1.52,9.319,140.8137513,9.652823803
57.97398341,333,47.9,34,19,350.819,18.514,0.932,1.335,5.439,63.447,2.41,18.671,83.59133755,4.426969687
32.04957493,392,52.4,33.9,21,145.169,20.725,32.559,2.395,13.199,77.594,2.145,8.591,64.37499936,3.739751438
104.5477824,115,59.2,31.2,22,405.394,25.456,37.687,1.713,10.911,69.885,1.293,5.631,70.84564416,6.039042715
23.27153539,94,48.9,31.6,21,261.438,19.72,38.85,2.31,12.703,36.283,1.955,15.461,1.125119702,0.058933677
23.85537232,313,39.8,33.2,27,393.013,24.238,58.425,1.711,7.004,10.437,1.254,7.973,42.3690346,2.393488328
4.18928608,249,15.6,9.3,26,196.807,26.987,69.659,1.651,2.581,42.595,1.714,9.297,4.155508082,0.362361084
41.46266516,474,50.9,43.4,19,379.915,21.715,12.759,1.42,9.339,39.456,1.312,11.034,94.03371723,4.166936238
25.78100994,497,46.4,25.7,21,325.302,22.515,31.378,2.269,13.888,65.992,2.021,6.034,50.82651444,2.337152628
43.65461436,214,51.7,42,27,367.145,27.551,0.247,1.633,3.444,53.131,1.936,9.004,43.34394865,2.95863673
41.24756735,92,36.2,22.4,23,345.741,20.276,42.933,2.415,9.38,28.27,1.841,9.246,24.92471213,2.166103178
5.275017925,377,24.7,19.1,21,233.813,19.955,34.829,1.981,2.514,71.324,1.77,12.992,6.663818435,0.373289249
12.98781112,435,33.7,20.6,19,251.063,20.042,64.323,1.4,3.795,23.096,1.281,10.286,26.64810999,1.524417208
21.15128547,92,23.2,12,35,365.997,31.766,62.419,2.264,10.011,17.217,1.51,5.191,14.63573936,1.194900148
53.53887125,208,42.8,30.2,20,448.64,17.768,47.039,2.06,3.725,29.321,2.478,12.238,70.54306706,4.649369966
18.82618048,290,40.2,34,15,271.679,13.393,14.125,2.191,7.547,33.543,1.91,8.684,29.82709486,1.842063798
11.72795247,268,21.1,14.6,16,273.256,16.638,28.61,1.25,9.259,28.064,2.193,8.441,21.61941477,1.403773481
