Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,Input 13,Output 1,Output 2,Output 3,Output 4
52.16634231,298,39.4,22.9,18,195.557,16.18,28.543,1.881,7.629,48.881,2.08,15.407,86.74456768,5.459748339,8.897276025,0.669872699
30.59510396,257,38,27.4,27,426.341,25.292,22.558,1.334,8.543,66.475,2.334,10.223,48.383685,2.809279339,3.959118686,0.259248793
11.18508655,133,17.2,9.9,18,467.541,19.573,50.418,1.26,8.936,9.285,1.945,8.452,9.482413424,0.735814557,2.444899448,0.087158193
21.26395575,202,31.7,23.3,28,371.335,23.488,65.658,1.912,6.723,77.646,2.032,17.373,22.43983268,1.507108233,2.663010928,0.174871555
12.69077128,412,18.5,11.2,25,222.49,25.82,0.787,1.464,3.979,35.429,1.618,7.559,29.00600599,1.486445254,6.217678105,0.175378971
81.27624706,456,48.9,28.3,18,138.056,15.156,8.295,1.636,7.364,31.189,1.387,18.998,193.8803883,10.6957859,17.19410139,1.323477826
3.3084093,274,12.8,7.4,34,161.467,33.324,63.736,1.733,8.962,44.02,1.841,17.019,4.098285725,0.293998783,0.624885739,0.045732392
13.65359009,310,27.9,21.4,25,262.124,27.591,18.581,1.71,7.819,59.726,2.061,7.886,20.43236178,1.204139304,1.657015357,0.13331565
17.56632183,384,27.7,18.3,34,179.135,40.344,50.818,2.352,7.175,41.847,1.262,5.785,44.13938558,2.389906398,4.963245442,0.151727877
23.44566219,481,40.6,34.6,15,353.605,15.552,41.872,1.844,11.139,67.246,1.93,14.823,64.45094069,2.797097137,6.869940147,0.196213312
7.221141043,191,32.4,25.6,33,205.694,30.719,23.642,2.202,11.039,68.027,1.928,9.919,6.42312201,0.472881558,1.754725431,0.134198261
8.921438083,497,16.1,8.3,27,438.664,30.01,61.387,2.123,6.525,9.39,1.641,10.054,21.97884354,0.955038608,1.986629335,0.044548872
27.88077435,212,28.8,15.8,20,195.092,21.507,36.048,1.922,5.272,20.172,1.219,13.769,37.16791675,2.964357529,2.423439547,0.272624412
6.053467172,289,26.8,20.6,34,221.162,37.44,55.306,1.951,9.725,66.396,1.942,10.738,7.65338551,0.546995268,1.070995568,0.079890939
22.41114412,114,26.4,14.5,30,149.857,34.463,6.083,1.64,12.815,38.261,1.441,5.875,23.91039675,2.705160657,1.520594509,0.226727014
4.045887535,490,20.5,13.6,27,331.468,25.446,0.958,2.114,10.842,38.863,2.092,9.16,6.536029553,0.280593458,0.703801146,0.038458687
27.59397726,381,55.7,46.5,20,125.465,20.88,23.645,1.438,13.633,69.289,2.389,9.399,56.80181279,3.484031016,3.897964547,0.297110015
45.0271433,153,44.7,27.8,30,347.52,26.388,19.771,1.468,8.116,78.266,2.177,7.95,39.62808192,2.954451855,4.799403496,0.474991956
5.275017925,183,15.2,8.4,34,234.357,30.463,4.287,1.934,7.577,44.717,1.363,7.196,6.075045692,0.448103442,0.484910692,0.046846024
49.4520127,385,38,23.9,33,281.917,39.227,19.068,2.374,5.141,12.463,1.796,17.763,112.3797864,5.262163147,14.61585795,0.407677796
2.478746287,153,14.6,8.8,28,312.44,27.354,62.695,2.11,8.195,62.141,2.414,5.573,0.328025071,0.029711061,0.233160811,0.026778838
17.69947762,216,26.6,13.5,23,149.406,22.752,44.622,1.539,2.138,43.11,2.342,12.373,24.63742027,2.06732624,2.097996952,0.149180239
21.19225648,429,55.6,48.4,30,287.384,24.972,30.085,1.991,10.816,57.258,2.035,15.137,43.27814025,2.010776807,2.575224686,0.133721509
77.28157329,111,57.1,38.9,33,442.452,29.283,6.834,1.388,12.79,25.273,1.293,15.759,42.7060462,3.36702589,9.340000677,0.770171699
15.53825668,187,27.8,21.9,18,329.969,17.544,10.389,2.182,10.749,78.661,1.976,16.225,20.31220257,1.362956207,2.456453999,0.178658324
10.32469528,97,16.1,8.7,32,294.839,34.029,29.314,1.343,4.029,61.375,2.026,12.381,9.749465421,1.051203555,0.66701586,0.107232896
91.69312711,136,57.5,36.1,25,216.713,26.35,35.994,2.279,13.17,9.28,2.351,7.363,104.4116459,8.841228288,14.88360422,1.379146267
19.62511523,280,35.1,24.3,15,372.237,13.495,4.55,2.464,7.094,12.047,1.314,6.049,25.89726571,1.506390109,1.884428594,0.157477738
32.72559664,381,35.4,23.9,29,470.835,23.547,42.852,2.007,13.405,38.146,1.568,13.993,57.44786633,2.686372326,5.559649871,0.223972488
6.514391068,93,16.9,11,30,213.189,33.805,52.355,2.205,9.396,32.009,1.362,17.781,4.09109771,0.426189672,0.879715034,0.067218569
27.2354809,104,42.7,31.4,25,235.389,23,30.307,1.629,6.041,64.036,1.906,11.138,15.58378449,1.571860954,3.556584179,0.358594398
83.19164191,490,53.4,38.5,22,394.159,18.467,10.653,2.472,3.046,43.635,2.22,12.735,149.2847813,6.148424646,12.98087644,0.507093498
39.95698044,459,56.3,35.1,28,288.439,28.179,61.15,1.449,5.931,70.293,1.963,9.695,74.37687674,3.97988334,10.2568805,0.255689974
18.45744136,300,28.7,21.7,16,446.81,18.357,33.605,2.309,14.93,54.672,1.294,9.42,27.34002781,1.472934222,4.393758934,0.160664538
90.8634641,383,54.8,34.9,23,287.458,23.642,69.327,2.32,8.441,24.395,2.485,6.462,197.1548702,10.50857255,20.22757255,1.094259041
17.66874936,251,32.1,26.4,25,241.758,24.987,15.964,1.644,9.555,56.077,1.334,17.786,29.27418112,1.87805151,2.629784463,0.215310635
35.67550958,268,37.7,28.6,16,395.779,14.454,47.136,1.795,10.68,14.312,1.739,15.393,56.76600598,3.121058634,12.43947997,0.359169942
19.22564785,358,40.9,35.6,28,115.254,25.592,33.257,2.179,11.401,33.803,1.719,18.131,41.18729814,2.293887978,4.701400713,0.229909672
17.80190515,219,34.7,21.6,20,174.655,23.632,57.85,2.311,10.381,35.218,1.961,11.93,21.25120102,1.741700798,4.032637108,0.290342587
54.0305234,297,38.6,22.4,27,490.589,27.299,33.275,1.979,14.882,13.833,1.269,5.514,87.15791499,4.676735056,7.688923671,0.437464417
74.83355526,385,46,24.2,32,194.373,37.98,22.324,2.009,9.341,52.709,2.043,17.28,159.9189201,7.624823468,18.36306987,0.407119518
9.054593875,160,18.5,10.7,34,103.879,28.6,11.827,1.358,4.698,20.363,1.953,10.494,9.473033684,0.949111332,0.363727555,0.078328411
15.46655741,106,34.2,18.8,30,419.967,30.177,20.531,1.528,3.506,42.224,1.961,9.144,5.032896184,0.441261848,2.654614039,0.251229684
19.63535798,179,44.5,37.5,18,190.431,17.323,58.102,1.88,5.44,51.51,2.294,13.279,23.43215191,2.031334685,4.324267298,0.290912482
10.83683294,244,23.4,13,28,264.84,28.032,43.631,1.23,13.193,42.447,1.631,7.207,11.6081178,0.787868082,2.159969653,0.131824095
9.187749667,112,18.2,11.2,16,397.545,17.829,63.437,1.623,7.223,66.595,1.804,8.802,5.879078742,0.513659929,2.032006388,0.102729025
21.33565502,411,30.4,21.7,27,263.086,22.207,19.37,1.438,13.535,53.75,2.411,15.434,47.92811149,2.314015766,5.236323205,0.230405211
4.363412885,455,11,5.7,28,302.22,24.71,65.665,1.827,6.209,38.312,1.989,12.198,10.00557124,0.474965458,1.232621726,0.027829318
17.92481819,493,35.3,29.5,29,328.742,29.203,20.77,1.822,7.574,43.234,2.028,5.463,35.32272943,1.561233011,2.462776971,0.107215107
92.43060535,172,52,28.9,27,142.289,25.451,52.234,1.695,3.351,46.435,1.679,12.33,130.3591788,11.79011927,14.99523769,1.190102637
16.75714432,385,32.4,22.8,16,361.475,13.543,16.526,1.648,12.344,41.767,1.78,18.48,17.59919558,1.007478484,3.624578512,0.195066128
12.63955751,98,24.5,13.2,31,184.526,31.197,53.539,2.324,3.545,64.351,1.965,7.816,5.821931687,0.716764271,1.635368556,0.157708913
12.34251767,203,29.2,22.9,18,312.181,19.394,16.948,2.459,12.889,29.441,2.069,13.51,15.58203163,1.004195041,1.999145731,0.137309123
71.48417495,240,59.8,42.3,27,221.974,30.077,65.682,1.325,7.181,26.599,2.324,10.812,106.1250677,7.569014518,21.79384905,1.247508944
6.135409198,172,19.7,10.1,29,499.245,25.761,38.071,2.463,3.663,74.09,1.691,18.484,2.512743125,0.163355496,1.757449557,0.109184202
17.62777835,322,33.6,26.6,33,395.94,38.087,56.705,2.427,8.387,55.951,1.355,6.176,34.72024964,1.879507843,3.764390375,0.115421462
53.98955239,339,46.2,28.3,32,207.583,35.028,13.095,2.263,10.222,12.399,1.307,9.056,85.59232221,4.827116384,5.584901353,0.37219215
8.778039537,387,29.5,23.9,20,284.11,20.387,24.224,2.12,10.083,20.497,1.861,5.943,15.46479817,0.82523522,1.133127903,0.08375393
26.20096282,193,31,17.6,23,420.72,25.582,23.07,2.414,14.134,37.743,1.726,9.212,29.16371019,1.896755529,3.423992364,0.257268086
5.592543276,310,13.3,7.7,24,399.645,22.633,38.146,1.476,3.27,30.335,2.052,5.312,9.090255814,0.517675561,0.499541785,0.025551309
39.57799857,270,42.9,31.6,31,201.794,37.183,57.115,2.462,12.001,71.63,1.736,16.168,80.77925523,4.847148163,9.11804024,0.373568393
19.38953191,459,30.1,22.3,23,291.41,24.314,25.128,2.476,5.58,53.983,1.545,14.249,35.09307709,1.642159781,4.241260338,0.167920242
71.0130083,329,45.6,29.5,22,481.718,18.614,48.264,2.253,13.804,75.979,1.921,13.547,108.8976892,5.618429453,15.10242949,0.444715637
15.64068422,496,19.8,11.1,34,189.445,33.408,23.158,2.103,7.167,29.857,1.256,6.78,37.37580228,1.682634852,6.062937196,0.130093829
12.52688723,488,25.4,14.6,34,462.733,36.692,49.667,2.433,14.444,6.244,2.437,13.353,25.27655232,1.131039452,2.552406099,0.099504828
12.5985865,266,29.2,17.9,17,378.317,18.56,64.697,2.392,5.539,62.49,1.978,6.346,14.94150163,1.000902773,2.042278472,0.111066381
80.9382362,477,48.1,26.3,19,358.322,22.148,2.93,1.478,11.145,32.681,2.15,17.5,175.7675568,7.859194174,12.57825686,0.622340524
42.48694049,284,44.9,31.2,33,497.544,30.433,2.614,1.912,9.384,29.237,2.172,15.04,61.76636351,3.232699369,4.871869556,0.273160067
4.455597665,492,13.8,7.6,26,499.902,26.986,58.947,1.233,6.455,39.345,2.049,5.691,9.676145797,0.452973831,0.968283757,0.032452935
8.747311277,186,18.1,12.5,15,343.6,12.878,50.694,1.55,13.596,73.472,2.307,14.135,3.830122686,0.31348401,2.333283807,0.130070207
7.303083069,342,20.8,11,23,428.622,21.243,6.268,2.286,14.495,37.432,2.38,16.787,9.160364789,0.445770222,1.40558307,0.067270415
26.01659326,311,49.5,27.6,31,238.141,34.201,45.587,1.974,10.777,44.703,2.334,17.209,32.44915797,2.157926142,5.180956867,0.292799248
7.364539588,123,16.2,10,25,354.123,27.972,6.993,1.607,7.071,24.772,1.502,8.292,7.13788555,0.653972233,0.30424641,0.040792654
15.40510089,142,39.1,25.2,18,141.941,21.505,64.938,2.073,7.78,64.448,1.706,5.286,3.532918794,0.412869015,1.496463816,0.16254423
16.10160811,105,44.2,38.8,30,124.935,27.987,33.619,1.705,10.593,35.627,2.21,14.768,14.04843146,1.488899744,2.830870679,0.253394856
16.12209362,171,40.4,30,27,344.698,32.201,4.935,1.597,8.104,28.335,2.41,5.443,16.62405626,1.331556033,2.5089589,0.19538714
10.11984021,169,20.2,14.9,16,479.196,13.359,0.701,1.283,5.965,22.295,1.801,8.449,11.62338797,0.788805901,1.288534533,0.095841627
12.95708286,145,23,17.5,34,144.141,32.748,8.44,1.487,2.446,42.095,1.951,10.38,13.70247806,1.363064662,1.672264411,0.135295877
49.88220834,127,43.7,27.6,15,144.453,14.117,43.89,1.918,9.046,55.77,2.147,18.94,64.95453852,6.161538609,12.93361418,0.960731722
6.67827512,250,17,9.5,15,160.377,13.957,2.241,1.703,3.03,52.554,2.478,12.31,7.441665116,0.576543201,0.601850202,0.058979362
50.53774455,135,55.3,39.5,23,262.734,21.071,36.627,2.355,13.397,21.695,1.648,10.825,29.96381024,2.356659332,8.931821777,0.505477194
51.0089112,389,36.3,21.3,33,167.23,32.236,35.874,2.196,8.404,17.428,2.417,6.188,122.3986217,6.414564733,15.98363469,0.399414492
39.59848407,187,49.4,39.6,15,345.04,14.37,6.549,1.734,2.939,62.574,1.935,12.576,36.02309548,2.686085889,4.299307333,0.372241392
11.12363003,349,27.5,15.6,18,471.046,15.217,30.966,2.11,14.862,68.475,1.757,18.351,2.678659585,0.159279501,1.088687758,0.071207163
12.31178941,207,18.7,12.2,30,125.961,33.385,28.548,2.118,7.07,73.165,2.16,13.238,22.32785146,1.542983605,1.993410626,0.112736559
71.83242856,395,48.7,24.6,31,138.653,33.279,45.109,2.157,3.882,70.155,2.082,16.639,181.165102,9.453947044,27.22928945,0.734031089
13.36679299,409,17.4,9.1,21,330.915,22.24,3.361,2.241,10.295,52.612,2.254,16.34,25.5539632,1.206911178,1.894141293,0.084284357
9.874014135,293,23.5,14.7,27,324.28,23.058,57.102,1.778,11.569,43.708,2.384,5.978,11.91623588,0.711375746,1.943505316,0.129757803
60.6268565,415,43.9,28.4,23,308.616,23.394,2.656,2.164,11.53,16.111,2.467,12.029,116.7683212,5.580928225,8.861673799,0.567885116
20.91570214,421,45.4,40.2,21,151.738,18.924,68.137,1.336,9.806,56.516,1.582,7.552,53.42310733,2.908872707,5.768458906,0.18833519
11.12363003,314,27.1,16.7,15,240.447,12.334,48.523,2.026,9.05,70.43,1.397,5.946,15.08845252,0.937995844,2.734582422,0.177903803
42.8351941,268,46,29.2,23,343.62,22.56,22.281,2.219,10.553,27.714,1.3,9.702,67.07264354,3.89255606,5.993889915,0.407607359
16.73665881,239,24,14.6,22,460.091,19.529,58.671,2.239,3.882,38.255,1.931,13.333,21.80061677,1.36472818,1.567589186,0.069852309
32.70511113,444,52.4,42.6,15,299.219,17.988,42.141,1.571,7.41,9.982,1.613,6.062,66.37950622,3.620564355,8.066135791,0.486462494
3.318652054,418,12.7,6.9,31,467.107,27.759,48.975,1.81,13.608,44.79,1.68,7.132,5.320477037,0.25561668,0.680370391,0.033062214
104.3531701,194,51.8,26.6,28,112.031,27.994,42.507,1.842,5.686,10.614,2.417,14.391,177.4172747,14.98463706,19.28909244,1.067529164
40.20280651,205,38.9,24.8,32,372.739,29.805,61.167,2.16,3.047,59.404,1.56,7.464,52.66902701,3.681724082,8.153252197,0.401756683
59.0494725,438,59.3,50,24,467.837,22.634,55.509,1.662,7.267,12.911,1.95,15.652,136.3218816,6.115458422,9.924533249,0.43340692
21.32541227,282,36.1,21.2,16,288.006,17.323,65.037,1.821,14.106,36.618,1.511,6.63,12.23904133,0.874670826,3.929877179,0.285808597
18.29355731,136,26.7,16.8,27,376.613,28.979,69.081,2.315,10.612,76.266,1.638,11.765,12.69050472,1.079051146,1.742072809,0.136019288
85.47577589,108,53.7,28.6,28,424.644,27.167,55.444,1.992,9.02,6.05,2.406,8.682,49.22501386,4.214940477,10.75622089,0.822633493
3.441565093,361,18.1,10.7,33,366.1,33.639,16.565,1.534,9.551,46.504,1.753,19.565,5.941940092,0.282098729,0.688643055,0.026366471
55.11625525,497,36.5,19.7,16,287.238,14.244,17.619,1.357,12.102,48.601,1.853,10.299,157.3265536,7.048701154,12.14981621,0.522167375
32.64365461,121,42.8,22.9,27,144.337,32.145,11.81,1.935,4.75,49.946,1.483,6.663,28.406756,3.383466206,1.467540253,0.333272477
91.22196046,366,59.5,33.5,21,286.46,24.133,64.469,2.491,6.693,16.874,1.629,16.959,176.3251773,9.903278978,16.96876686,0.632149808
30.03175254,228,46.1,26.7,25,327.592,27.723,38.856,1.906,7.775,14.916,1.747,14.178,34.59997618,2.463552413,5.06458937,0.290278017
66.28085629,227,51.5,27.2,22,334.32,23.993,43.058,2.074,7.538,42.731,2.303,16,89.44047948,6.090465006,8.181425596,0.50832385
33.29919082,405,35.7,25.8,26,440.66,30.54,46.441,1.827,2.401,55.231,1.202,19.642,84.92203594,3.725997752,11.80059195,0.297814894
3.882003483,156,15.8,9.3,20,332.718,19.655,1.317,1.375,4.232,31.381,1.315,19.896,2.597034976,0.201069724,0.243989866,0.025161289
57.86131312,386,59.8,33.4,24,473.858,26.838,24.703,1.297,11.649,70.62,2.354,19.391,101.3210306,4.976886561,11.93131309,0.567178793
45.9899621,231,47.4,34.1,30,259.661,24.577,8.679,1.722,7.541,67.285,2.484,11.423,64.73684638,4.121198969,3.219537901,0.290332963
9.382361979,248,35.2,25.6,16,449.679,19.02,55.506,1.486,3.857,65.842,1.94,16.205,9.36659352,0.656934158,3.335293326,0.189788716
13.56140531,331,23.3,16.1,35,405.265,37.014,45.132,1.939,4.253,67.749,2.062,8.632,27.9657232,1.460344634,2.242666088,0.083230791
71.79145754,204,57.9,32.6,27,364.852,25.388,10.481,1.375,3.637,61.121,1.915,16.312,77.12534088,5.036008454,3.60464531,0.332948146
22.33944484,266,42.4,21.6,34,195.665,27.711,31.618,1.204,9.431,58.939,1.987,7.22,26.16842699,1.768602636,5.377953058,0.372631397
8.245416368,175,17.7,9.6,25,180.132,26.093,10.576,1.483,12.347,61.359,1.51,8.091,11.49977336,0.963743706,0.995301711,0.111161077
5.684728055,114,23.2,15.4,28,371.825,28.715,28.615,2.379,7.07,17.002,1.937,11.994,0.539425853,0.037925079,0.693544315,0.062483485
3.922974496,396,12.8,7.6,28,458.244,30.528,62.726,1.445,6.77,68.82,2.252,17.517,8.096119614,0.41081302,1.406510229,0.042386989
43.68534262,152,42.1,23.3,31,422.959,30.649,34.616,1.22,9.269,26.734,1.28,17.084,31.67955708,2.431757226,5.177005855,0.384624632
19.44074567,430,27.2,19.7,34,370.863,36.574,35.257,1.467,3.167,22.416,2.386,15.031,46.42448944,2.110327277,4.086436675,0.112758147
29.54010038,320,28.8,17.2,33,206.277,26.716,16.787,1.678,6.866,25.502,1.721,5.36,53.75581578,3.125453858,3.641333635,0.172330613
6.729488887,152,17,12,17,250.485,19.826,6.493,1.581,9.144,43.718,2.056,11.102,8.371514702,0.741265792,0.720837066,0.071335128
4.527296937,406,12.6,6.6,35,379.389,40.434,19.373,1.207,6.392,29.817,2.282,9.586,8.963654614,0.420137931,0.716315862,0.017060086
10.57052136,411,31.4,18.8,19,328.375,21.963,37.115,2.23,10.41,16.19,2.328,9.319,18.22569951,0.914487299,1.262097129,0.080386197
17.10539793,142,54,48.2,32,170.238,36.397,15.1,1.716,7.166,57.754,1.295,7.209,19.25415524,1.862442852,1.245395434,0.167660765
51.03963946,187,59.7,29.9,18,204.172,19.428,55.542,1.562,9.621,49.017,1.398,16.448,23.4788375,2.075681451,10.9890355,0.92780174
8.972651849,420,24.5,18.1,21,433.796,18.897,6.783,1.918,10.221,21.39,1.791,13.811,17.6694294,0.793864461,1.308541262,0.064207039
12.88538359,315,22.6,11.4,24,402.123,20.728,37.649,1.54,2.984,11.61,2.469,6.868,18.60377114,1.04922757,1.213117398,0.08081129
50.2407047,251,37.4,23.1,33,329.962,33.465,52.995,1.779,5.44,10.169,1.384,7.113,97.2859725,6.117918695,7.657168059,0.379139032
4.691180989,191,16,9,18,151.159,17.13,6.976,2.014,13.994,62.86,1.357,16.984,6.27202529,0.496996918,0.827927826,0.067138871
54.45047629,119,39.3,21.4,26,251.906,27.296,8.133,1.26,4.98,29.572,1.247,18.476,49.7056023,4.887166836,3.030660984,0.314930754
31.30185394,209,44.1,32.9,31,298.842,33.739,32.197,2.3,13.415,39.885,1.854,15.59,38.47906995,2.632391536,4.017127279,0.257378019
45.38563966,156,54.5,30.8,25,407.112,29.069,45.721,1.795,7.296,56.705,2.262,19.927,25.04779997,2.215888227,6.859219815,0.523215136
6.749974393,198,14.6,8.8,32,178.703,35.838,15.767,2.268,9.238,19.028,2.027,7.93,9.681135563,0.77510002,0.767244011,0.051886087
7.671822186,168,16.8,9,24,250.996,26.975,17.719,1.955,9.626,36.702,1.898,11.147,9.711171296,0.780150587,0.705984742,0.074455336
35.31701321,350,33.2,17.5,28,299.331,29.088,26.33,1.489,8.002,73.186,2.175,9.347,68.25607919,3.632447927,4.577417788,0.332063277
80.55925433,217,48.8,27.4,22,298.538,18.384,43.036,1.638,7.421,25.562,2.109,5.354,121.8887388,8.210194037,12.77497788,0.720152375
2.089521663,499,11.6,5.9,23,497.402,20.317,32.915,1.943,4.092,24.478,1.913,16.215,3.142528186,0.125924294,0.251973192,0.011617374
63.85332377,156,45,30.7,17,339.359,17.999,24.672,1.225,11.186,15.958,2.218,12.923,76.49448162,5.397199717,20.21544923,0.97573369
29.34548807,381,52.8,41.5,25,230.917,20.694,23.15,2.198,12.176,7.819,1.318,5.253,57.0931363,3.027755283,4.052999711,0.294733125
6.227593977,152,32,26.8,17,293.852,17.458,24.114,2.051,3.47,10.814,2.467,18.922,3.717543001,0.310505499,0.907391588,0.080304535
54.70654512,302,55.9,46.9,16,222.149,17.538,48.821,1.62,3.272,77.698,1.791,5.977,108.9421379,7.054243149,13.80046356,0.457445579
3.390351326,327,11.4,6.4,34,244.675,38.903,66.805,2.423,5.234,69.153,1.706,12.31,7.832154442,0.390291969,1.814748819,0.055261925
115.6714125,415,54.4,32.8,33,318.032,38.008,47.537,1.811,5.669,67.307,2.299,12.461,307.1702859,13.70448011,35.30326101,0.702928654
4.322441872,472,14.7,8.7,20,340.769,20.934,41.035,1.626,3.154,13.388,2.324,8.874,8.502109103,0.451581081,0.958761372,0.057627978
27.94223087,396,41.6,29.2,22,288.724,20.308,25.427,2.488,11.51,54.818,2.38,5.712,54.26251517,2.696855193,3.139643896,0.214463257
5.07016286,133,12.5,6.5,30,271.363,33.675,61.01,1.74,12.517,53.873,1.626,9.856,3.881327462,0.332761393,0.303729973,0.031002813
29.46840111,97,41,25.3,17,405.706,19.371,35.449,1.373,8.406,10.64,2.489,19.393,8.83707923,0.741522432,5.263997284,0.372287185
20.20895217,174,30.9,19.7,34,377.813,37.406,69.011,1.561,13.136,20.239,1.634,13.036,14.78350101,1.139476338,1.82057727,0.134194572
8.532213459,338,21.7,11.6,27,222.286,24.241,14.007,2.104,3.836,26.973,1.43,18.292,9.177991413,0.508520295,0.743672501,0.051003982
92.35890607,243,48.4,25.5,17,165.666,14.072,55.546,2.053,11.169,35.181,1.24,16.487,180.1229673,12.18565756,24.52619204,1.257165668
25.23814401,316,48.1,43,19,186.858,17.428,2.223,1.218,12.357,28.673,1.929,16.274,51.89019544,3.141749854,5.409805762,0.366943585
12.39373144,324,22.9,11.9,17,287.429,19.62,30.935,2.247,8.937,25.92,1.81,14.129,19.26353594,1.113948056,1.882002198,0.141379966
26.63115846,196,40.1,24.4,19,105.649,20.369,29.961,2.444,12.976,40.649,1.325,18.144,37.94891178,3.414564803,2.04561623,0.328853309
80.323671,366,55.7,35.8,33,106.574,34.947,19.395,2.115,8.762,79.563,1.874,6.253,161.8217263,8.681985259,15.38045168,0.481828908
6.125166445,202,33,27.1,16,202.619,18.069,61.708,1.7,13.579,29.668,1.814,7.426,1.455410185,0.123627445,0.605591537,0.05698205
22.57502817,417,40.3,30.5,16,147.441,13.803,31.011,1.263,14.525,48.963,1.818,17.675,51.49695968,3.012620128,3.326382059,0.243407089
5.346717198,435,13.3,7.7,33,314.954,36.722,51.709,1.885,11.989,68.923,2.206,5.859,12.93580618,0.623542408,1.439028021,0.066509556
21.7351224,440,34.6,23.7,24,436.944,25.638,1.731,1.437,3.619,69.256,1.374,10.401,31.11764375,1.477568346,2.743516082,0.125017919
8.941923589,225,19.6,13.7,30,155.019,30.896,25.737,2.109,9.99,42.587,2.219,14.714,14.38564969,1.025045704,1.410866201,0.105623047
7.026528731,223,13.8,8.7,27,148.21,27.012,27.806,2.473,3.768,68.399,1.518,5.18,12.1172348,0.837719807,1.509157019,0.052381951
42.25135716,214,56.8,42.6,15,403.546,13.132,37.828,2.222,11.023,49.248,2.009,6.627,20.15008229,1.334390308,6.424799653,0.392786651
73.8604937,103,45.4,25.2,15,429.8,12.886,69.493,2.314,14.115,23.276,1.637,18.722,5.607499271,0.85402516,2.088288625,0.254354988
38.78930657,360,43,29.8,33,369.548,27.845,61.097,1.975,10.573,57.607,1.371,5.729,62.85634677,3.371558107,6.804788678,0.38592809
16.56253201,305,32.7,18.6,24,115.782,20.745,34.759,1.722,4.312,51.072,1.517,9.157,24.24910244,1.691956872,2.376862945,0.180532195
9.576974291,100,27.1,19.4,20,103.89,23.562,31.247,1.297,4.002,75.619,1.795,14.122,9.677809565,1.320258512,0.52941298,0.134823719
5.684728055,225,11.3,5.8,29,389.591,28.814,15.702,2.123,3.924,9.068,1.726,10.037,7.432926899,0.488466273,0.523806882,0.034850601
39.92625218,390,57.7,49.6,30,151.238,25.901,26.826,1.479,6.671,54.915,1.843,16.135,78.65048732,4.109297248,6.549847724,0.346719677
16.3884052,343,27.4,13.8,33,382.467,35.603,66.813,1.893,9.129,41.274,1.968,9.187,23.29934676,1.420373906,2.891326931,0.194771002
66.28085629,206,53.6,40.4,33,152.053,38.806,61.85,2.066,14.039,46.322,1.658,19.594,117.6694755,7.698863992,34.66910026,1.604605939
65.11318242,191,44.8,29.6,20,336.136,16.365,24.671,2.374,9.389,50.813,1.288,9.074,82.00061472,5.537700688,4.951768715,0.585793036
21.2741985,225,53.1,45.3,34,224.792,39.826,42.849,1.809,9.665,37.249,1.833,11.289,31.97236161,2.337785452,4.335184463,0.239271669
3.021612209,96,11.9,6.2,35,154.151,37.067,14.46,1.718,5.748,13.555,1.847,13.252,2.557737382,0.312722009,0.414184199,0.04545238
8.40930042,231,23.7,13.1,15,230.528,17.587,40.259,1.973,12.121,8.761,1.736,17.666,8.034923701,0.584376641,2.307074443,0.160032569
6.043224419,449,20.9,12.1,21,447.31,25.128,58.128,1.582,6.987,32.915,2.474,6.646,11.25412423,0.562618575,0.916825213,0.030542857
2.96015569,466,15.8,8.3,21,458.838,23.649,28.582,2.167,14.789,14.887,2.189,5.453,4.052493478,0.186219667,0.76783629,0.039269045
10.64222063,286,40.7,32.7,17,499.079,18.61,37.205,2.215,6.091,5.272,1.297,10.132,12.53665754,0.703807433,0.85000461,0.063838603
30.2366076,189,33.5,20.8,34,230.802,29.487,27.269,1.431,11.2,64.355,1.542,5.167,39.47193794,2.881576072,5.142735457,0.366137451
34.6409915,214,57.2,47.5,19,176.895,22.177,38.171,1.648,11.324,77.894,1.256,8.671,54.08853909,4.226618247,5.046367213,0.410262816
9.556488784,248,15.4,7.9,17,262.637,18.614,44.135,2.44,11.234,53.392,1.355,16.893,17.78057759,1.136104662,1.875570701,0.131294729
38.74833555,363,32.3,19.7,20,118.944,23.85,20.511,1.713,7.414,37.269,1.877,16.145,103.3498281,5.963073282,15.35850808,0.456739142
9.423332992,327,34.3,26.3,30,249.358,29.361,34.683,1.496,3.322,59.233,2.419,6.122,11.71578404,0.710140683,0.96660858,0.061742507
9.720372836,154,31,24.7,27,221.363,25.5,16.563,2.069,10.149,68.532,1.387,14.547,9.304477569,0.735696461,1.423844196,0.130307296
3.892246236,381,12.8,6.9,17,361.868,14.294,13.098,2.32,11.278,75.22,1.22,19.396,6.92015271,0.325654847,1.213093434,0.044095385
11.83038001,412,35.9,23.1,26,235.696,24.376,56.006,1.405,3.111,42.313,1.829,11.19,21.17893886,1.120674104,1.642796306,0.074117561
11.71770972,332,18.9,12.5,18,172.394,20.903,47.234,2.279,12.245,27.731,1.755,19.216,26.82297805,1.550181075,2.905371706,0.150466903
7.323568575,407,16.6,9.5,21,379.696,20.522,27.769,1.891,9.029,36.594,1.945,16.469,14.6437359,0.688737072,1.037982921,0.071050276
1.874423845,134,10.7,5.5,18,325.224,16.548,8.618,2.057,9.309,52.615,2.487,17.738,0.420030782,0.030085645,0.19392571,0.015703661
