Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,Input 13,Output 1,Output 2,Output 3,Output 4
43.67509987,92,47.5,39.3,32,404.465,35.631,49.109,2.441,8.754,75.12,1.311,10.133,33.72860966,3.140284519,4.296212237,0.233961343
19.19491959,91,37.4,18.9,23,465.488,19.49,34.866,1.548,5.749,61.837,1.353,9.282,0.645610715,0.014653283,0.078977172,0.008540344
55.85373348,152,58.9,47.4,28,249.922,30.343,19.658,1.798,7.574,14.115,2.443,12.111,69.86143069,5.998837349,5.549993107,0.585290226
18.72375294,397,28.9,16.5,31,123.397,29.781,24.749,1.415,11.575,45.146,1.208,8.185,38.24221883,2.083905853,2.79840057,0.194184728
4.527296937,213,12.5,7.4,29,309.597,24.013,55.277,2.256,4.909,28.685,2.285,5.702,5.851194643,0.416013227,0.688756852,0.048129529
37.75478849,124,57.9,37.1,15,404.955,16.266,0.556,1.376,3.05,72.481,1.621,19.884,9.20561073,0.78760892,3.250229708,0.32103294
90.79176483,202,48.9,25.4,18,381.961,20.13,6.277,2.177,8.886,48.091,2.245,11.081,122.3071928,8.26729562,5.140795427,0.562612458
109.4335757,494,58.4,33.3,21,138.125,25.177,45.471,1.827,4.037,8.724,1.719,7.442,309.8273721,20.45699079,19.22125161,1.972799525
7.651336679,312,26.1,16.8,23,389.621,22.31,15.2,2.273,3.026,20.611,2.313,18.325,5.477804974,0.285586902,0.921242351,0.054034589
26.22144833,400,36.9,19.4,24,127.777,21.226,32.732,1.267,4.826,78.989,1.328,8,48.97393962,2.838115814,5.336393462,0.287496385
6.196865718,475,17.1,10,21,202.114,22.428,25.087,2.197,2.326,61.119,1.508,17.805,15.3088931,0.942670217,1.514797023,0.126313775
28.47485404,493,35.7,26.6,26,168.604,30.625,30.421,1.905,3.839,56.91,1.261,11.519,88.10973826,4.506661518,9.342178067,0.404308393
11.52309741,260,18.4,9.5,27,313.259,26.605,26.682,1.848,7.029,51.731,1.838,15.589,18.2079616,1.108911717,1.362660662,0.103379785
21.7351224,436,40.1,26,24,418.712,25.799,64.662,2.368,4.717,10.005,1.481,18.399,34.25345243,1.822220111,6.378307355,0.179743955
2.714329612,319,11.8,6.6,24,230.454,21.899,2.744,1.514,12.347,77.261,1.314,17.515,5.112929133,0.283627924,0.415886231,0.025629687
7.098228004,463,35.8,29.7,18,467.949,15.066,35.69,1.231,2.32,7.021,1.322,6.415,8.474029171,0.401501635,1.67416758,0.10031392
17.6380211,106,44.6,39.3,22,315.766,22.613,10.917,2.224,12.357,44.204,1.634,7.947,9.834924819,0.853173512,1.430144237,0.156514687
127.3788794,443,56.9,31,16,234.992,17.244,26.831,1.992,10.49,73.198,1.303,15.594,303.172292,14.96907956,23.2929952,1.20670253
4.291713613,430,15.6,8.4,20,285.056,19.246,62.967,2.239,5.462,48.736,1.25,18.105,7.409718463,0.38271937,0.839699105,0.033369833
8.460514186,318,25.2,19.7,28,135.98,26.945,44.383,1.325,12.308,73.322,2.032,15.646,17.69103442,1.072101648,1.934696349,0.092449363
30.15466557,483,50.4,33.7,27,152.424,22.724,23.929,2.183,8.16,51.167,2.339,6.574,53.94085638,2.730565899,5.732991055,0.299606188
69.27174024,186,47.1,31.4,35,382.372,34.616,48.475,1.431,10.774,58.971,2.204,14.637,79.50825458,5.5486475,6.146358809,0.451807257
30.81020178,168,56.3,47.7,21,328.324,23.924,4.93,1.329,2.816,5.928,1.771,19.301,31.95576545,2.525266019,0.733769651,0.163487048
2.89869917,434,10.4,5.3,26,311.306,29.229,54.43,2.349,11.782,27.904,1.424,17.332,6.063351318,0.297107043,0.476976644,0.027256774
40.74567244,330,54.4,45.4,20,184.547,17.98,43.853,1.398,5.635,39.767,1.796,6.593,70.92659124,4.427338029,7.566969867,0.399894955
8.40930042,255,27.3,18.5,27,176.439,28.371,11.371,1.311,12.975,26.043,1.272,8.94,13.55550277,0.951352042,0.739874221,0.08617082
9.443818498,486,30.8,19.2,17,268.93,14.882,68.305,1.978,3.092,6.39,2.381,19.188,17.97880098,0.876323356,2.334519082,0.119842132
21.90924921,293,31.6,18.2,25,429.626,27.844,21.643,1.993,13.761,20.566,1.504,13.865,36.34614731,1.940214525,3.461100414,0.155957635
3.3084093,92,20.6,15.1,16,468.607,14.087,27.669,2.01,7.913,40.321,2.315,8.899,0.102456677,0.001573851,0.006583439,0.00063754
23.65051726,220,33.3,24.8,34,164.342,36.528,50.302,1.745,11.358,60.174,2.389,9.185,41.09850736,2.897307851,5.529764736,0.334047271
25.25862952,491,59.1,48.8,26,474.933,23.726,27.067,1.348,5.589,75.418,2.022,11.848,48.25822557,2.007873538,4.513649445,0.229027157
10.27348151,144,17.5,8.8,28,461.033,31.248,62.385,2.474,4.832,68.865,1.922,11.602,8.575166122,0.807763884,1.427729146,0.095264334
82.42343542,176,48.2,24.7,18,121.973,20.681,37.458,2.473,7.743,24.259,1.701,9.709,108.2740687,10.66927005,7.989070544,0.990680207
17.70972037,328,47.2,33.2,25,271.692,27.462,26.895,2.109,3.683,19.291,2.053,7.458,20.82658653,1.347850804,1.917694923,0.116415104
22.61599918,196,36.3,20.8,32,449.887,35.133,47.541,1.657,4.133,45.234,1.253,8.301,21.49511428,1.850684698,4.428466377,0.236132675
1.485199222,493,10.8,5.7,16,113.708,13.297,61.421,1.249,11.997,12.448,1.216,10.058,2.975780096,0.211305113,0.160842862,0.026942347
52.78090751,259,49.5,37.1,29,121.535,32.696,3.389,1.384,8.572,27.304,1.638,8.749,84.23927282,5.770322383,11.49012562,0.395227357
60.0122913,406,52.2,35.3,26,444.122,25.893,48.58,1.776,11.034,59.164,1.634,17.911,116.3083921,5.543349849,8.555229148,0.424934821
69.04639967,471,45.3,26.8,24,193.453,25.738,22.228,1.642,2.929,65.146,1.376,5.813,203.7942044,11.05957844,25.58993226,1.075274174
35.84963638,497,40.4,29.6,18,178.071,17.369,3.482,2.324,4.031,79.849,1.704,15.155,88.88691109,4.911823989,8.923032119,0.543401809
9.310662706,163,20.8,14.1,33,463.633,36.488,53.154,2.295,12.282,57.683,1.462,11.321,7.476294485,0.573880777,0.867994981,0.075006949
19.75827102,398,54.6,42.4,34,441.871,37.937,41.003,2.328,3.927,6.336,1.516,6.528,34.7185638,1.854470271,3.775456082,0.192763256
3.359623067,205,14.2,8,24,304.101,20.73,1.774,1.93,3.134,22.773,1.305,19.512,2.338934973,0.151389132,0.290496326,0.023545835
14.43203933,133,34.9,19.9,29,141.934,29.469,38.61,1.881,11.762,31.436,1.739,9.161,3.874120894,0.430446391,2.590681743,0.315959342
21.57123835,316,32.5,19.2,22,404.269,19.686,19.822,1.367,14.352,28.74,1.442,17.26,21.38826799,1.253706446,3.886851245,0.198564672
50.95769743,192,54.6,36.8,34,214.783,33.551,27.815,1.642,11.018,53.711,1.512,5.667,66.36255942,5.039269003,7.637615538,0.595856686
27.48130698,492,35.5,24,19,489.833,16.082,12.511,1.664,6.186,78.411,2.237,13.713,53.43401107,2.181073735,4.175834271,0.192470168
3.697633924,195,21.7,16.1,24,489.903,21.853,38.373,1.527,3.413,20.024,1.279,13.834,0.748241917,0.050431864,0.839990582,0.05691085
5.172590392,463,12.2,6.9,22,425.631,17.921,62.932,2.037,10.575,32.882,2.094,13.998,12.09191275,0.504964331,1.893852117,0.055613233
4.670695483,412,14.5,9,28,208.401,27.744,2.463,2.422,6.652,78.539,1.947,12.338,6.428851701,0.320186148,0.594150259,0.031817028
12.68052853,398,36.9,30.5,22,456.648,18.022,54.341,2.385,4.291,21.183,2.002,11.463,19.48366895,0.937849754,1.23660449,0.067013583
5.623271535,224,22,15.2,21,350.882,18.51,15.463,1.607,6.473,61.109,2.214,14.597,6.401262444,0.399105982,0.925491828,0.066801871
33.43234661,500,41.2,28.6,19,300.228,21.905,46.123,2.349,11.444,33.177,1.684,17.172,74.24876468,3.305242844,5.353425845,0.277210286
3.216224521,299,17.1,9.8,21,232.249,24.972,2.251,2.251,4.444,53.574,1.774,18.487,3.906414582,0.246749661,0.373658057,0.035231895
2.407047014,352,11.8,6.6,22,209.269,26.034,34.725,2.091,2.071,20.031,1.973,16.554,4.838756265,0.305994119,0.525259097,0.047744774
2.448018027,285,14,8.3,17,470.899,15.637,40.654,2.446,8.459,79.24,2.155,9.891,2.251804794,0.120167368,0.614806677,0.03681376
44.60719041,235,42.9,25.6,15,117.43,15.715,59.893,1.783,8.816,64.706,1.753,7.612,74.48393629,6.289284251,4.156265851,0.445926201
4.148315067,487,11.3,6.1,34,497.267,32.642,67.736,1.31,4.289,26.57,1.541,15.251,9.306341957,0.433188507,1.589199957,0.048356118
23.49687596,279,26.9,16.7,28,391.837,25.143,25.799,1.504,2.367,56.045,2.107,15.296,34.2668165,1.900752919,1.05119935,0.073397264
8.235173615,329,23.7,14,25,372.074,20.231,55.529,1.697,3.359,31.419,1.46,19.455,10.15278822,0.586674058,1.135230587,0.058444244
26.33411861,482,42,35.9,24,378.66,24.922,17.547,2.011,13.695,19.549,1.217,15.086,63.34818052,2.708108072,5.003858391,0.2794352
17.12588344,108,25.7,15.7,25,233.158,28.924,7.131,1.818,12.578,46.432,1.666,10.599,15.46948045,1.517865727,1.757246065,0.205440403
37.88794428,211,36.7,25.9,33,114.481,31.229,44.037,1.489,13.89,56.059,1.972,9.533,73.98881059,5.331122229,9.006954304,0.555449214
87.42189901,468,51.5,30,26,314.288,24.22,15.044,1.367,7.545,52.166,1.298,8.355,176.1650934,7.945574515,13.19000829,0.676289095
5.41841647,249,24.3,19,17,350.132,14.434,1.404,2.434,7.554,58.699,2.473,12.124,5.48187256,0.320873617,0.854260378,0.061075441
8.593669978,252,25.2,15.2,23,340.443,20.418,4.974,2.454,14.75,69.05,1.698,11.649,6.627985927,0.38550059,1.755334255,0.110590759
25.85270921,133,31.2,23.2,24,400.44,21.92,10.858,1.819,3.531,62.843,1.856,6.47,24.19367355,2.007284716,1.331685149,0.202175246
42.92737888,489,56,34,22,479.994,19.102,15.618,1.652,13.737,25.774,1.51,10.223,22.82328156,1.317614846,10.4887604,0.621961758
74.46481614,108,53,34.5,27,342.02,26.405,18.471,2.205,14.557,52.692,1.588,16.89,44.37184758,3.620356882,7.687861356,0.694845332
41.38072314,408,52.5,45.3,25,230.439,20.717,42.064,2.481,7.664,13.534,1.797,8.871,86.39288661,4.301072179,7.834434728,0.369963702
18.66229643,351,28.1,15.5,24,393.677,20.449,45.937,1.459,11.627,18.65,1.308,9.426,25.72281829,1.425187709,3.507787745,0.219417441
48.75550548,207,57.1,43.7,16,160.357,17.048,67.552,1.813,14.374,26.178,1.861,11.196,46.21729266,3.995810307,11.58655488,0.895902494
31.51695176,343,49,42.4,33,309.314,27.107,31.212,1.36,7.777,58.092,1.859,15.164,61.74714196,3.170370933,6.557120016,0.242486116
23.67100277,125,52.5,46,16,147.605,18.701,38.593,2.227,12.855,72.766,2.44,17.73,25.17492191,2.530691757,4.041652037,0.399927644
52.38144013,411,47.1,28.6,24,248.468,25.636,62.878,1.703,5.966,41.941,1.968,14.157,108.5740079,5.883960516,8.901026414,0.331370071
64.64201577,116,43.3,28.5,31,361.189,26.384,31.57,2.103,14.069,15.461,2.008,16.041,49.76828157,3.962920955,5.261033481,0.437292375
2.345590495,375,11.6,6.3,25,465.252,25.67,14.566,2.297,3.717,60.8,2.215,19.007,2.276683568,0.104720969,0.287204011,0.015430303
20.03482536,355,29.3,16.7,21,169.243,21.626,4.487,1.742,7.475,57.855,2.066,14.965,29.96675145,1.794588031,3.375468271,0.19984693
22.042405,486,40,33.6,16,356.024,18.19,15.709,2.384,5.098,50.283,2.176,9.395,46.46080479,2.33851252,6.605236471,0.366664259
23.65051726,153,39.6,28.3,31,436.048,32.154,59.354,1.803,12.845,71.529,1.897,11.249,11.99906449,0.963906276,2.406167907,0.247761355
4.66045273,252,12.6,7.4,25,168.862,23.862,59.524,1.536,14.492,38.829,2.381,8.748,6.974742537,0.491130365,1.361061709,0.078893429
85.53723241,368,50,29.9,29,427.024,30.276,0.374,1.549,14.393,70.604,1.307,8.934,186.5966061,8.908744896,24.41588826,1.024150723
41.00174127,492,43.7,29.1,27,166.264,30.017,16.323,2.458,7.232,49.198,2.144,19.597,93.71999741,4.525852235,12.81449553,0.475310952
31.44525248,169,42.1,24.5,18,414.899,15.525,53.368,1.843,6.2,32.307,1.342,19.075,15.45411204,1.052684276,5.987747931,0.392867829
41.08368329,445,52.1,26.2,28,397.376,31.151,30.102,2.494,2.612,53.164,2.422,5.326,81.02008639,4.620358821,12.06538483,0.87691769
5.756427328,308,14.1,7.6,28,346.849,26.425,64.59,1.932,3.912,77.591,2.271,5.819,9.739899316,0.56906581,1.183045908,0.046015051
14.25791253,378,40.7,27.6,33,234.592,26.698,23.852,1.479,6.968,72.669,1.838,7.41,24.35707821,1.246423136,1.940082828,0.120593267
15.71238349,319,31.7,24.1,26,188.391,28.089,45.776,2.328,4.139,75.452,2.136,6.188,29.20922871,1.808170877,3.323260172,0.095328115
16.76738707,373,32.3,22.5,33,394.926,37.734,39.985,2.193,14.242,56.004,2.242,8.026,31.70322952,1.592829315,2.740266504,0.126158794
23.04619482,319,57.6,45.4,19,297.793,18.842,40.779,2.18,12.679,48.326,1.342,12.511,19.83824275,1.215032265,6.955516675,0.444519814
4.783365769,287,20.8,15.2,22,142.068,20.948,57.761,2.109,2.291,46.841,2.174,18.244,7.850193854,0.567948575,0.821396751,0.037860951
5.213561405,205,25.1,17.2,29,194.773,25.782,60.719,1.508,10.463,15.532,1.704,11.501,0.629874077,0.056021031,0.387934385,0.049174463
32.50025607,129,43.2,31.9,22,105.297,18.771,26.869,1.239,10.786,7.611,1.749,9.89,38.50430863,4.4884018,3.731535403,0.568734246
20.38307897,408,39.3,34.3,30,153.581,33.205,4.993,1.819,3.69,73.398,2.015,17.393,55.69773119,2.700214864,9.682991817,0.305360103
68.0323671,275,58.5,45,28,354.47,28.611,50.562,1.885,3.811,53.894,2.35,17.076,121.9899246,7.137286494,10.8978839,0.45380495
2.345590495,203,11.6,6.5,19,301.81,19.57,30.201,2.312,9.388,28.895,1.234,15.649,2.85041205,0.194371437,0.302573843,0.024889218
9.648673563,385,22.8,16.7,20,178.428,16.11,53.991,1.665,8.355,31.188,2.017,16.871,21.65823634,1.190107004,2.234123068,0.140837065
42.01577384,138,37.4,24.7,21,447.996,17.738,43.73,2.182,11.905,30.514,1.787,15.911,30.77932938,2.365586756,3.735077932,0.273851959
11.30799959,347,20.1,13.4,24,126.036,20.255,21.783,2.411,2.207,43.935,1.948,9.844,20.13043078,1.221666962,2.950176805,0.123849193
19.29734713,222,41.7,30.6,32,214.73,31.689,27,1.853,14.257,73.263,1.834,15.496,23.46860843,1.595375799,3.99813556,0.249561343
43.82874117,175,41.8,31.2,35,451.258,40.424,1.96,1.668,9.468,31.471,1.283,10.809,53.61826892,3.835072729,3.467578218,0.31986517
16.80835809,363,30.4,24,26,320.622,21.228,8.486,2.129,3.547,77.678,1.752,15.981,22.85997037,1.114107628,0.825471145,0.059563129
17.0029704,131,27.6,20.2,24,266.394,20.848,20.689,1.811,6.458,74.601,1.441,5.25,17.36819754,1.516873056,1.182780113,0.172250283
6.442691796,372,12.2,6.6,18,298.341,15.96,49.03,1.364,3.048,79.4,1.839,10.074,12.41740421,0.655518183,1.226205097,0.047316055
3.216224521,332,11.2,5.9,28,160.703,27.672,33.295,2.451,10.941,51.494,2.282,16.204,5.952673918,0.345002589,0.607458122,0.044820264
6.668032367,316,15.8,10.2,27,260.335,24.063,63.679,1.445,10.837,6.416,1.786,18.907,11.3552731,0.641164137,1.983499867,0.088598339
57.7998566,100,55.2,29.4,25,298.642,22.267,10.368,1.319,12.532,36.746,1.643,6.377,11.44500271,0.928369578,9.723751667,0.854356376
38.00061457,423,44.7,22.8,25,490.254,23.738,58.821,1.839,12.514,14.909,1.296,12.647,46.03593805,2.425171656,12.12276098,0.48185351
6.760217146,448,27.2,21.5,27,128.416,27.93,37.714,1.365,7.827,22.317,1.339,16.432,14.8579837,0.816727008,1.322774433,0.069114556
44.20772304,318,58.7,51.5,22,380.804,24.719,34.065,1.37,3.278,78.177,1.82,12.815,84.52057685,4.436468129,7.260909572,0.237887123
59.14165728,340,55.4,40.3,22,294.929,19.157,3.683,1.221,11.931,58.932,1.712,12.804,117.932531,6.327117502,12.74813495,0.75835789
13.67407559,250,31.2,25,22,375.997,19.425,69.802,1.498,14.775,8.604,2.371,12.418,10.13277441,0.685574664,2.106967385,0.121225282
16.48058998,359,29.8,18.4,17,489.421,14.997,25.504,2.289,12.416,34.087,2.226,8.526,13.82809849,0.791122758,2.886991921,0.17883796
10.52955034,232,18.4,11.7,16,248.355,18.104,57.351,2.203,8.88,33.69,2.388,17.655,17.29318308,1.205807689,1.38789108,0.114149941
15.03636177,110,23.1,16.7,23,409.634,26.076,59.618,2.376,8.722,64.66,2.37,18.952,12.36484984,1.057770005,2.04058644,0.109438947
16.11185087,273,36.1,24.3,29,198.458,31.47,48.43,1.417,6.077,36.007,2.169,10.579,25.40709892,1.821549299,2.769992155,0.124381437
8.44002868,133,22.9,14.8,25,431.993,22.085,15.775,2.149,10.606,27.072,2.167,8.564,3.039737734,0.215750006,1.288601866,0.0986465
12.05572058,397,33.9,20.6,17,276.028,16.257,11.146,1.838,8.433,60.993,1.347,12.973,20.06436844,1.049873863,1.360140573,0.105349786
53.89736761,151,40.3,21.3,19,183.779,20.065,5.209,1.439,11.752,12.04,1.618,12.13,71.00880248,6.612768176,4.57175014,0.568043754
47.32152002,399,54.1,42.2,16,226.788,13.902,49.89,1.679,10.872,79.278,2.095,13.372,105.0569646,5.635184308,13.5528244,0.517985892
53.66178429,277,37.2,20.5,19,382.909,15.471,40.876,1.377,3.419,29.314,2.386,15.801,81.22936015,4.720721584,6.730418918,0.478261206
9.597459797,390,19.7,10.4,34,200.055,36.009,66.138,1.706,9.569,60.926,1.314,6.421,17.54851332,1.042586157,3.025942421,0.13074884
20.71084708,388,33.1,23.8,32,112.455,31.485,34.349,1.888,10.542,73.995,1.615,17.314,46.31074531,2.428018511,4.679304709,0.191341002
44.12578101,107,45.9,28.9,23,337.014,19.84,11.988,2.201,13.056,27.201,1.719,19.915,16.89843347,1.396649188,6.759500014,0.538626885
12.78295606,274,20.6,11.3,23,306.106,19.286,47.243,2.253,12.036,32.654,1.317,5.286,19.976237,1.174125112,3.041646814,0.189317208
74.69015671,127,49.5,30.9,33,297.84,26.615,65.021,1.895,9.966,67.997,2.066,17.792,55.93965036,4.609486275,6.458533647,0.467313632
12.01474956,308,24.4,12.6,22,322.677,18.754,27.918,1.297,4.591,57.772,1.778,16.25,18.70385035,1.034649762,1.798146188,0.118815572
18.1194305,417,30.9,16.1,32,437.043,34.425,56.467,2.098,2.753,23.852,1.252,17.231,38.52476109,1.822339319,3.686940393,0.15137936
74.05510601,184,51.3,32.1,29,278.238,26.093,22.643,2.21,9.653,77.433,1.775,14.423,91.31408016,6.353577411,5.555141019,0.493349353
2.601659326,119,12,6.6,16,267.711,14.763,52.18,2.16,14.999,25.89,1.895,9.933,0.478674468,0.038114284,0.391506876,0.033574897
28.05490116,492,58.8,46.1,22,104.411,21.711,50.148,1.816,7.555,60.633,2.277,5.628,72.00279447,4.320843666,5.878585758,0.502505506
6.26856499,344,26.4,19.3,18,334.194,21.193,33.396,2.107,12.905,35.972,1.976,5.142,9.550344902,0.538445346,1.364406209,0.085613901
3.40059408,467,14.6,9.4,27,271.01,30.825,63.8,2.425,7.291,47.487,2.041,12.405,7.40612227,0.376477653,0.78084721,0.018350473
10.26323876,211,35.5,25.5,30,138.238,31.032,58.499,2.136,8.722,13.675,1.279,17.496,2.697842351,0.329214188,1.497056189,0.165456971
67.17197583,497,55.2,36.9,25,381.932,28.018,10.24,1.633,7.853,67.593,2.211,19.627,112.7914433,4.697925644,9.980239297,0.407769571
29.25330329,100,35.3,17.8,31,455.452,33.163,52.096,2.193,5.157,52.498,2.487,14.676,12.51220106,1.335765224,3.799502859,0.382673622
5.44914473,473,12.7,7.5,35,174.742,39.292,4.974,1.225,3.161,16.988,1.956,6.914,18.93009607,1.160408723,2.876369253,0.201738478
47.65953088,334,36.1,18.1,32,119.969,37.571,11.266,1.781,12.117,47.945,1.874,8.554,93.14316211,5.251531189,10.57516756,0.345893922
69.01567141,329,50.4,36,22,235.115,24.129,31.888,2.469,10.382,30.173,1.336,13.474,126.4484582,7.086201186,13.59563219,0.890357968
26.2931476,285,39.7,22.9,34,129.934,37.668,56.288,2.189,12.184,77.81,2.09,19.722,37.34906622,2.633429216,6.927637925,0.407188608
10.84707569,368,20,11.4,30,470.535,34.881,31.322,1.416,3.026,19.415,1.351,17.679,21.05632841,0.977288714,1.608781488,0.040255138
22.94376728,294,42.2,25.7,27,260.131,23.853,34.931,1.625,13.142,9.458,2.488,13.809,25.95609032,1.604185991,4.929950591,0.332424664
10.47833658,462,20,14.6,18,269.322,20.291,28.116,1.981,9.676,32.371,1.209,15.036,23.43843382,1.107595283,2.551353292,0.096156456
10.22226775,186,46.2,40.5,16,426.066,13.322,35.651,2.432,4.504,44.003,2.438,16.211,6.357190014,0.404584086,1.735093834,0.12263069
59.01874424,220,51.6,39.1,17,426.07,14.765,66.428,1.411,6.682,37.964,1.711,8.738,81.07304057,5.00983157,19.24522292,0.802006833
42.02601659,281,40,22,34,115.701,39.413,0.461,2.099,5.5,10.603,1.305,7.758,80.82676747,5.334386106,21.7812169,0.879763023
14.67786541,488,48.5,39.2,26,321.681,26.288,54.447,1.333,12.257,34.392,1.742,13.099,15.83937153,0.947021679,5.751882299,0.274694764
37.91867254,431,34.5,19.9,23,312.168,23.682,3.757,2.247,7.213,66.417,1.747,10.23,57.17988578,2.699043461,3.999175062,0.213341032
18.79545222,293,46.2,35.3,27,227.694,30.571,39.793,2.381,3.547,68.161,2.45,11.26,29.37240041,1.831804112,2.119190287,0.120397532
64.53958824,319,52.4,36.5,23,458.06,26.977,68.071,1.301,7.281,25.458,1.203,10.434,128.0146389,7.220343117,22.70531996,0.911174806
36.47444433,434,45.4,32.5,20,485.963,17.643,38.985,1.596,14.423,21.839,1.718,7.161,29.1015257,1.76341407,7.831376703,0.406421229
5.85885486,376,18.5,11.8,34,181.234,29.781,55.531,2.473,9.786,55.911,2.455,14.914,10.65182838,0.60501292,1.467392724,0.063660453
13.64334733,493,32.8,22.9,15,386.328,12.184,66.993,2.413,10.878,29.514,1.37,9.872,6.698940816,0.386112124,2.159109796,0.132883985
125.9653795,470,55.5,31.4,19,165.049,17.761,3.244,1.7,12.888,9.115,2.125,18.533,332.4837668,15.96387053,33.63643969,1.449449777
15.16951757,460,29,17.1,29,259.312,33.765,67.341,1.202,3.235,20.365,2.369,15.731,33.48548697,1.827119635,5.54319663,0.148016034
16.07087985,138,27.3,15.4,24,467.079,20.834,35.447,1.265,12.868,73.217,2.033,12.357,4.91295576,0.394260561,2.066113841,0.177124552
33.3708901,117,36.6,25.9,25,302.526,28.495,25.194,2.398,12.592,37.313,1.275,11.993,28.86501335,2.524512714,2.392290188,0.268987131
18.35501383,476,41.6,26.9,32,311.969,28.177,47.465,2.204,7.995,45.627,2.368,6.608,31.18378997,1.518820077,2.673151532,0.126291159
32.63341186,316,40.9,20.8,17,495.252,17.001,6.008,1.352,12.156,33.628,1.765,9.829,22.0266009,1.366063902,5.97222952,0.388457437
7.641093926,174,25.6,18.7,21,467.727,18.915,24.329,1.754,3.781,44.475,1.413,14.455,6.11259388,0.406150497,1.07107532,0.083692095
15.17976032,211,52.6,43.2,21,262.831,20.52,22.06,1.813,11.939,32.895,1.656,14.2,9.368540407,0.653749178,3.855189679,0.295601341
7.548909147,140,15.2,8.2,31,474.927,31.986,40.12,1.832,4.208,16.625,2.358,6.309,8.698572078,0.72675095,0.752217354,0.067124791
65.8199324,328,55,39.9,19,238.497,17.554,17.442,1.404,8.515,59.117,2.375,11.622,116.1775037,6.79318197,9.271311718,0.803915728
25.00256069,311,58.7,52.9,19,302.277,19.927,60.291,1.316,11.579,70.865,1.428,5.759,37.25914034,2.307393897,5.50838108,0.332177843
18.93885076,100,24.8,13.3,16,450.534,15.933,41.526,2.364,9.724,62.388,1.604,12.512,9.069077775,0.770169954,2.922009631,0.21126472
14.64713715,311,35.1,25.7,17,128.55,16.602,61.868,2.283,3.704,16.874,1.916,16.355,25.87353699,1.851885155,1.485336128,0.12517635
21.16152822,438,38.2,24,35,140.473,40.402,18.198,2.084,14.789,36.04,2.133,19.183,39.29961917,1.92676934,2.89514135,0.146403304
14.09402847,308,29.8,17.6,17,130.448,19.359,21.728,1.306,9.848,26.626,1.303,7.834,22.73657722,1.712081653,2.493488057,0.151880706
10.05838369,272,27.3,20.5,35,199.924,35.732,59.384,2.171,6.607,65.307,1.928,16.823,13.46018327,0.924427768,3.07416202,0.155261402
30.75898802,121,40,30.4,20,228.088,21.508,45.471,1.617,12.695,67.062,1.816,15.581,22.99086509,2.022408036,4.301131353,0.270123563
33.59623067,396,39.4,29.9,29,487.091,31.78,13.92,1.202,8.262,29.166,1.491,18.911,73.43062331,3.384590355,6.117925191,0.347831786
14.83150671,165,26,20.4,34,170.421,38.21,52.423,1.88,3.676,31.767,1.273,18.495,27.87985831,2.038979165,3.017927483,0.16133197
54.37877702,454,52.4,32.9,31,312.872,32.41,23.666,2.081,13.363,71.072,2.25,17.4,118.0462927,5.144444077,7.34263711,0.486842988
4.332684626,361,14.3,8.4,34,132.186,34.944,57.47,2.298,13.695,15.787,2.333,9.21,9.014927319,0.544548463,1.408344861,0.054464414
8.122503329,168,13.6,7.2,16,326.188,15.317,21.845,2.346,5.469,74.483,1.686,15.952,9.593468864,0.720830299,0.424190128,0.046818111
20.99764417,490,41.4,34.6,32,185.321,28.514,18.533,2.164,13.33,29.088,1.24,9.314,45.39874563,2.058161635,3.545547588,0.222187395
29.9088395,371,52.3,29.9,27,129.799,28.507,11.179,1.937,8.212,35.726,1.937,10.52,45.76461665,2.829644677,6.762907316,0.413312433
34.45662194,496,36.8,22.3,22,253.122,25.271,0.107,1.357,2.76,45.011,2.438,18.712,88.10529245,4.928452473,10.13594456,0.862186037
10.15056847,268,29.1,20.7,19,438.994,22.467,54.249,1.934,2.646,72.304,2.188,16.296,14.0528364,0.90583677,0.802832081,0.048109405
81.51183038,117,54.7,40.8,30,442.137,24.775,69.04,1.96,10.005,51.091,1.311,12.652,63.36365348,5.050064142,8.292729503,0.412713352
12.78295606,355,29.1,22.4,31,320.246,26.608,30.201,2.291,10.558,77.093,1.432,5.787,22.91473873,1.166485694,1.035577123,0.070869427
10.81634743,228,43.4,34.5,24,184.206,19.302,30.796,1.569,4.622,27.062,1.53,16.419,13.0030488,0.91056403,0.845946804,0.088537828
90.87370685,220,59.3,30.5,26,195.757,30.623,10.962,2.017,11.434,74.454,1.21,15.413,122.4919457,8.683690883,11.62911645,0.94928643
17.0029704,332,36.6,29.5,30,221.968,32.048,10.383,2.462,9.101,12.393,1.608,11.879,23.21247454,1.311435429,1.844823919,0.136842733
9.935470655,326,27.9,22.5,30,440.92,32.754,19.741,2.067,6.795,72.022,2.019,19.432,14.88298852,0.75223101,1.047918063,0.066093142
18.24234354,371,44.4,38.6,22,264.988,23.193,52.464,1.306,8.824,47.335,1.902,10.047,38.53635211,2.16047849,3.150252478,0.16453052
18.24234354,389,20.5,11.1,24,264.566,22.957,21.14,1.67,6.547,30.821,1.873,5.54,36.12690891,1.880407366,3.204381721,0.114745607
66.92614975,107,51.9,32.7,29,277.653,27.669,21.279,1.374,6.229,21.698,2.172,15.092,53.15200724,5.017321054,5.675543771,0.652888043
4.127829561,360,11.9,6.3,33,405.114,38.926,58.734,1.612,8.864,31.288,2.252,6.839,9.078931133,0.467440084,1.332586161,0.050772288
