0.00000000e+000	-8.45140088e-004	
4.13609073e-002	-8.47500153e-004	
8.27218145e-002	-8.49916470e-004	
1.24082722e-001	-8.52121764e-004	
1.65443629e-001	-8.54056975e-004	
2.06804536e-001	-8.56370936e-004	
2.48165444e-001	-8.58712328e-004	
2.89526351e-001	-8.61351614e-004	
3.30887258e-001	-8.63913951e-004	
3.72248165e-001	-8.66354990e-004	
4.13609073e-001	-8.68546471e-004	
4.54969980e-001	-8.70737953e-004	
4.96330887e-001	-8.72929434e-004	
5.37691795e-001	-8.75181458e-004	
5.79052702e-001	-8.77483114e-004	
6.20413609e-001	-8.79784769e-004	
6.61774516e-001	-8.82145377e-004	
7.03135424e-001	-8.84644569e-004	
7.44496331e-001	-8.87143760e-004	
7.85857238e-001	-8.89642952e-004	
8.27218145e-001	-8.92084689e-004	
8.68579053e-001	-8.94525229e-004	
9.09939960e-001	-8.96965768e-004	
9.51300867e-001	-8.99353583e-004	
9.92661775e-001	-9.01622426e-004	
1.03402268e+000	-9.03891269e-004	
1.07538359e+000	-9.06160112e-004	
1.11674450e+000	-9.08428955e-004	
1.15810540e+000	-9.10697798e-004	
1.19946631e+000	-9.12966640e-004	
1.24082722e+000	-9.15235483e-004	
1.28218813e+000	-9.17504326e-004	
1.32354903e+000	-9.19773169e-004	
1.36490994e+000	-9.22010663e-004	
1.40627085e+000	-9.24174183e-004	
1.44763175e+000	-9.26337704e-004	
1.48899266e+000	-9.28501224e-004	
1.53035357e+000	-9.30664745e-004	
1.57171448e+000	-9.32828265e-004	
1.61307538e+000	-9.34991786e-004	
1.65443629e+000	-9.37224092e-004	
1.69579720e+000	-9.39579957e-004	
1.73715811e+000	-9.41935821e-004	
1.77851901e+000	-9.44291685e-004	
1.81987992e+000	-9.46647550e-004	
1.86124083e+000	-9.49003414e-004	
1.90260173e+000	-9.51359279e-004	
1.94396264e+000	-9.53780388e-004	
1.98532355e+000	-9.56206949e-004	
2.02668446e+000	-9.58633511e-004	
2.06804536e+000	-9.61060072e-004	
2.10940627e+000	-9.63486633e-004	
2.15076718e+000	-9.65913195e-004	
2.19212809e+000	-9.68339756e-004	
2.23348899e+000	-9.70766318e-004	
2.27484990e+000	-9.73192879e-004	
2.31621081e+000	-9.75619441e-004	
2.35757171e+000	-9.78046002e-004	
2.39893262e+000	-9.80472564e-004	
2.44029353e+000	-9.82774259e-004	
2.48165444e+000	-9.85054624e-004	
2.52301534e+000	-9.87338276e-004	
2.56437625e+000	-9.89592838e-004	
2.60573716e+000	-9.91812171e-004	
2.64709807e+000	-9.94031504e-004	
2.68845897e+000	-9.96250837e-004	
2.72981988e+000	-9.98470170e-004	
2.77118079e+000	-1.00068950e-003	
2.81254169e+000	-1.00290884e-003	
2.85390260e+000	-1.00512817e-003	
2.89526351e+000	-1.00734750e-003	
2.93662442e+000	-1.00956684e-003	
2.97798532e+000	-1.01178617e-003	
3.01934623e+000	-1.01400550e-003	
3.06070714e+000	-1.01622483e-003	
3.10206805e+000	-1.01844417e-003	
3.14342895e+000	-1.02066350e-003	
3.18478986e+000	-1.02288283e-003	
3.22615077e+000	-1.02510217e-003	
3.26751167e+000	-1.02732150e-003	
3.30887258e+000	-1.02954083e-003	
